Predicted	Actual
[start] more i w i [end]	[start] more i w [end]
[start] more p a n a [end]	[start] more p a n a [end]
[start] more t o p [end]	[start] more t o p a n [end]
[start] more w i [end]	[start] more w y k [end]
[start] orowin e t e [end]	[start] orowin i t e ʔ [end]
[start] orowin y m e ʔ [end]	[start] orowin y m e [end]
[start] orowin a r a s i [end]	[start] orowin a r a n [end]
[start] orowin i r i k i s i [end]	[start] orowin a r i k o n [end]
[start] orowin t o k i s i [end]	[start] orowin t o k i s i [end]
[start] orowin y s i s i [end]	[start] orowin y r y s i [end]
[start] orowin t i p a r i s i [end]	[start] orowin t i p r a s i [end]
[start] orowin w a r a m a s i [end]	[start] orowin a r a w a s i [end]
[start] orowin k a w [end]	[start] orowin k a w [end]
[start] orowin k o m [end]	[start] orowin k o m [end]
[start] orowin p i k i n a s i [end]	[start] orowin p e k y n [end]
[start] orowin w a n [end]	[start] orowin a w i n [end]
[start] orowin i s e [end]	[start] orowin i s e [end]
[start] orowin w a j a ʔ [end]	[start] orowin w a t a ʔ [end]
[start] orowin w o m [end]	[start] orowin w y m [end]
[start] orowin i f i ʔ [end]	[start] orowin i w i s i [end]
[start] orowin p a n a ʔ [end]	[start] orowin p a n a [end]
[start] orowin t o p a r i s i [end]	[start] orowin t o p o r i s i [end]
[start] orowin w i j i s i [end]	[start] orowin w i k i s i [end]
[start] tapakura t e t e [end]	[start] tapakura t i a [end]
[start] tapakura u m a [end]	[start] tapakura i m e [end]
[start] tapakura a r a t i [end]	[start] tapakura a t a t [end]
[start] tapakura a r a k a n [end]	[start] tapakura a t e r a n t a [end]
[start] tapakura t u k i tʃ i [end]	[start] tapakura t u k u tʃ i [end]
[start] tapakura j u r i tʃ i [end]	[start] tapakura u t u r u tʃ i [end]
[start] tapakura t i p a r a tʃ i [end]	[start] tapakura i tʃ o p a r a tʃ i [end]
[start] tapakura a r a t a tʃ i [end]	[start] tapakura o t o w a tʃ i [end]
[start] tapakura k a w [end]	[start] tapakura k a w [end]
[start] tapakura k u m [end]	[start] tapakura a k u m [end]
[start] tapakura p e k u n [end]	[start] tapakura p e k u n [end]
[start] tapakura w a n [end]	[start] tapakura a w i n [end]
[start] tapakura j e s e [end]	[start] tapakura i s e [end]
[start] tapakura w a i tʃ i [end]	[start] tapakura w a j a [end]
[start] tapakura w i m i [end]	[start] tapakura a w i m o [end]
[start] tapakura i w i tʃ i [end]	[start] tapakura a w i [end]
[start] tapakura p a n a [end]	[start] tapakura p a n e [end]
[start] tapakura t u p a r a tʃ i [end]	[start] tapakura t u p a r i tʃ i [end]
[start] tapakura w i tʃ i [end]	[start] tapakura a w i [end]
[start] tora t i [end]	[start] tora i t e [end]
[start] tora i m i [end]	[start] tora u m a [end]
[start] tora a r a t [end]	[start] tora a t a ʃ i [end]
[start] tora a r a k a n [end]	[start] tora a z e r o n [end]
[start] tora t u k u ʃ i [end]	[start] tora t o k [end]
[start] tora j u r u z i [end]	[start] tora u j [end]
[start] tora t u p u r a s i [end]	[start] tora t i p a r a [end]
[start] tora w a r a w a [end]	[start] tora w u r i t i m [end]
[start] tora k a w [end]	[start] tora k a w [end]
[start] tora k u m [end]	[start] tora k o m [end]
[start] tora p e k u n [end]	[start] tora p i k u n [end]
[start] tora w a n [end]	[start] tora a w i n [end]
[start] tora i s e [end]	[start] tora i ʃ e ʔ [end]
[start] tora w a t a [end]	[start] tora w a z a [end]
[start] tora w a h o n [end]	[start] tora w e b m [end]
[start] tora i h u d [end]	[start] tora i w [end]
[start] tora p a n a [end]	[start] tora p a n a [end]
[start] tora t u p u r i s i [end]	[start] tora t u p a r a [end]
[start] tora w i k [end]	[start] tora w i [end]
[start] urupa i t e [end]	[start] urupa e t e [end]
[start] urupa y m e [end]	[start] urupa u m e [end]
[start] urupa a r a t y [end]	[start] urupa a r a s i [end]
[start] urupa a r i k i n [end]	[start] urupa e r e j e n [end]
[start] urupa t y k i s i [end]	[start] urupa t u k e s i [end]
[start] urupa y s y s i [end]	[start] urupa j u r e s i [end]
[start] urupa t i p r a s i [end]	[start] urupa t i p r a s i [end]
[start] urupa w a r a s i [end]	[start] urupa e r a w a s i [end]
[start] urupa k a w [end]	[start] urupa k a w [end]
[start] urupa k u m [end]	[start] urupa k o m [end]
[start] urupa p i k y n [end]	[start] urupa p a k y n [end]
[start] urupa a n i [end]	[start] urupa a w i n [end]
[start] urupa i s e [end]	[start] urupa i s e [end]
[start] urupa w a t a [end]	[start] urupa w a t a [end]
[start] urupa y v y m [end]	[start] urupa v i m [end]
[start] urupa i h y s i [end]	[start] urupa i w [end]
[start] urupa p a n a [end]	[start] urupa p a n a [end]
[start] urupa t u p a r i s i [end]	[start] urupa t u p a r i s i [end]
[start] urupa y v y s i [end]	[start] urupa w i k i s i [end]
[start] wanyam i t e [end]	[start] wanyam t a t a [end]
[start] wanyam u m e [end]	[start] wanyam i m e ʔ [end]
[start] wanyam a r a ʃ i ʔ [end]	[start] wanyam a r a j [end]
[start] wanyam a r i k i n [end]	[start] wanyam a r i k o n [end]
[start] wanyam t o k i ʃ i ʔ [end]	[start] wanyam t o k i ʃ i ʔ [end]
[start] wanyam i j u r u ʃ i ʔ [end]	[start] wanyam i r i ʃ i ʔ [end]
[start] wanyam t i p a r a k a n [end]	[start] wanyam t i p a r a ʃ i ʔ [end]
[start] wanyam w a r a w a ʃ i ʔ [end]	[start] wanyam a w a r a ʃ i ʔ [end]
[start] wanyam k a w [end]	[start] wanyam k a w [end]
[start] wanyam k o m [end]	[start] wanyam k o m [end]
[start] wanyam p i k u n [end]	[start] wanyam p e k i n [end]
[start] wanyam a w i n [end]	[start] wanyam a w i n [end]
[start] wanyam i ʃ i ʔ [end]	[start] wanyam i ʃ e ʔ [end]
[start] wanyam w a j a ʔ [end]	[start] wanyam w a t a ʔ [end]
[start] wanyam w a h u m [end]	[start] wanyam i m [end]
[start] wanyam i h i ʃ i ʔ [end]	[start] wanyam i w i [end]
[start] wanyam p a n a [end]	[start] wanyam p a n a [end]
[start] wanyam t o p a r i ʃ i ʔ [end]	[start] wanyam t u p a r i ʃ i ʔ [end]
[start] wanyam w i j i ʃ i ʔ [end]	[start] wanyam w i k i [end]
[start] wari t e [end]	[start] wari t e [end]
[start] wari m e ʔ [end]	[start] wari m e [end]
[start] wari t a r i tʃ i ʔ [end]	[start] wari a r a tʃ i ʔ [end]
[start] wari t a r i k o [end]	[start] wari a r a j e ɲ [end]
[start] wari t o k [end]	[start] wari t o k o tʃ i ʔ [end]
[start] wari j i r i tʃ i ʔ [end]	[start] wari w e r e tʃ i ʔ [end]
[start] wari t i p a r a tʃ i ʔ [end]	[start] wari t a p a r a tʃ i ʔ [end]
[start] wari w a r a m a tʃ i ʔ [end]	[start] wari w a r a tʃ i ʔ [end]
[start] wari k a w ʔ [end]	[start] wari k a w [end]
[start] wari k o m ʔ [end]	[start] wari k o m [end]
[start] wari p e k o n e [end]	[start] wari p a k y n [end]
[start] wari w i j i n [end]	[start] wari n a n a w i n [end]
[start] wari j e tʃ e ʔ [end]	[start] wari tʃ e [end]
[start] wari w a j a ʔ [end]	[start] wari w a t a ʔ [end]
[start] wari w i j i m a [end]	[start] wari w u m [end]
[start] wari i w i j i ʔ [end]	[start] wari i w ʔ [end]
[start] wari p a n a ʔ [end]	[start] wari p a n a [end]
[start] wari t o p a r i tʃ i ʔ [end]	[start] wari t a p a r i tʃ i ʔ [end]
[start] wari w i tʃ i ʔ [end]	[start] wari k i tʃ i ʔ [end]
[start] Duhumbi g a [end]	[start] Duhumbi g a [end]
[start] Duhumbi n ɔi [end]	[start] Duhumbi n a [end]
[start] Duhumbi tʰ j ɛ k [end]	[start] Duhumbi tʰ eˀ [end]
[start] Duhumbi n a ŋ [end]	[start] Duhumbi n a ŋ [end]
[start] Duhumbi b i [end]	[start] Duhumbi b i [end]
[start] Duhumbi l ɔ [end]	[start] Duhumbi l ɔˀ [end]
[start] Duhumbi a [end]	[start] Duhumbi u [end]
[start] Duhumbi s ɛi [end]	[start] Duhumbi s i [end]
[start] Duhumbi kʰ u ŋ [end]	[start] Duhumbi kʰ u ŋ [end]
[start] Duhumbi dʑ ɔ k [end]	[start] Duhumbi tɕʰ ɔ k [end]
[start] Duhumbi tɕʰ a [end]	[start] Duhumbi tɕʰ u [end]
[start] Duhumbi pʰ r u [end]	[start] Duhumbi pʰ aˀ [end]
[start] Duhumbi pʰ l ɔu [end]	[start] Duhumbi pʰ a [end]
[start] Duhumbi m a [end]	[start] Duhumbi m ɛi [end]
[start] Duhumbi pʰ ɔ k [end]	[start] Duhumbi pʰ ɔ k [end]
[start] Duhumbi d u [end]	[start] Duhumbi d ɔu [end]
[start] Duhumbi pʰ ɹ a [end]	[start] Duhumbi l a [end]
[start] Duhumbi pʰ ɔ m [end]	[start] Duhumbi pʰ o p [end]
[start] Duhumbi s a [end]	[start] Duhumbi ɕ a [end]
[start] Duhumbi t ɔ m [end]	[start] Duhumbi tʰ ɔ m [end]
[start] Duhumbi d a [end]	[start] Duhumbi t a [end]
[start] Duhumbi a [end]	[start] Duhumbi a [end]
[start] Duhumbi tʰ ɔ k [end]	[start] Duhumbi tʰ ɔ k [end]
[start] Duhumbi s i [end]	[start] Duhumbi h i [end]
[start] Duhumbi ɲ i ŋ [end]	[start] Duhumbi l i ŋ [end]
[start] Duhumbi m a [end]	[start] Duhumbi b u [end]
[start] Duhumbi kʰ a k [end]	[start] Duhumbi kʰ a k [end]
[start] Duhumbi a [end]	[start] Duhumbi ɔ [end]
[start] Duhumbi d ɔ k [end]	[start] Duhumbi d ɔ k [end]
[start] Duhumbi h a [end]	[start] Duhumbi h w a [end]
[start] Duhumbi tɕʰ a k [end]	[start] Duhumbi tɕʰ a k [end]
[start] Duhumbi tɕʰ a m [end]	[start] Duhumbi tɕʰ a m [end]
[start] Duhumbi h ɔi [end]	[start] Duhumbi h ɔi [end]
[start] Duhumbi m i k [end]	[start] Duhumbi h u t [end]
[start] Duhumbi ɕ a [end]	[start] Duhumbi ɕ a [end]
[start] Duhumbi kʰ ɛ n [end]	[start] Duhumbi kʰ ɛ n [end]
[start] Duhumbi kʰ i s [end]	[start] Duhumbi kʰ u s [end]
[start] Duhumbi l i [end]	[start] Duhumbi l i [end]
[start] Duhumbi ɲ u [end]	[start] Duhumbi ɲ u [end]
[start] Duhumbi pʰ a ŋ [end]	[start] Duhumbi pʰ a ŋ [end]
[start] Duhumbi ɲ u ŋ [end]	[start] Duhumbi ɲ u ŋ [end]
[start] Duhumbi b u k [end]	[start] Duhumbi b u k [end]
[start] Duhumbi t ɔ n [end]	[start] Duhumbi tʰ ɔ n [end]
[start] Duhumbi l ɔi [end]	[start] Duhumbi l ɛi [end]
[start] Duhumbi m a [end]	[start] Duhumbi m a [end]
[start] Duhumbi kʰ a n [end]	[start] Duhumbi g u n [end]
[start] Duhumbi ts u n [end]	[start] Duhumbi ts u n [end]
[start] Duhumbi h ai [end]	[start] Duhumbi h ai [end]
[start] Duhumbi m a n [end]	[start] Duhumbi m a ɹ [end]
[start] Duhumbi tɕʰ ɛi [end]	[start] Duhumbi ɕ ɛi [end]
[start] Duhumbi kʰ a n [end]	[start] Duhumbi kʰ a ɹ [end]
[start] Duhumbi kʰ i [end]	[start] Duhumbi kʰ i [end]
[start] Duhumbi kʰ ɔ n [end]	[start] Duhumbi kʰ ɔ [end]
[start] Duhumbi tʰ ɔ ŋ [end]	[start] Duhumbi tʰ ɔ ŋ [end]
[start] Duhumbi b u [end]	[start] Duhumbi b u [end]
[start] Duhumbi ɲ a m [end]	[start] Duhumbi ɲ a ŋ [end]
[start] Duhumbi b u [end]	[start] Duhumbi b u [end]
[start] Duhumbi kʰ j ɛ p [end]	[start] Duhumbi kʰ i p [end]
[start] Duhumbi pʰ a [end]	[start] Duhumbi h ɔː [end]
[start] Duhumbi kʰ ɔi [end]	[start] Duhumbi k i [end]
[start] Duhumbi m a ŋ [end]	[start] Duhumbi m a ŋ [end]
[start] Duhumbi tɕʰ a k [end]	[start] Duhumbi ɕ a k [end]
[start] Duhumbi j a t [end]	[start] Duhumbi w a t [end]
[start] Duhumbi n a s [end]	[start] Duhumbi t a s [end]
[start] Duhumbi b e [end]	[start] Duhumbi b eˀ [end]
[start] Duhumbi r au [end]	[start] Duhumbi r ɔː [end]
[start] Duhumbi g j ɛ k [end]	[start] Duhumbi g ɹ a ŋ [end]
[start] Duhumbi tʰ a k [end]	[start] Duhumbi tʰ a k [end]
[start] Duhumbi kʰ j ɛ p [end]	[start] Duhumbi kʰ i p [end]
[start] Duhumbi m a m [end]	[start] Duhumbi m ɛ m [end]
[start] Duhumbi b ɔ ŋ [end]	[start] Duhumbi pʰ ɔ ŋ [end]
[start] Duhumbi d i [end]	[start] Duhumbi d a [end]
[start] Duhumbi m u [end]	[start] Duhumbi m u [end]
[start] Duhumbi a [end]	[start] Duhumbi u [end]
[start] Duhumbi l i n [end]	[start] Duhumbi l ɔu [end]
[start] Duhumbi k i k [end]	[start] Duhumbi k iˀ [end]
[start] Duhumbi h i [end]	[start] Duhumbi n i [end]
[start] Duhumbi ɕ i [end]	[start] Duhumbi ɕ i [end]
[start] Duhumbi iː [end]	[start] Duhumbi i [end]
[start] Duhumbi l ɛ [end]	[start] Duhumbi l e [end]
[start] Duhumbi tʰ ɔi [end]	[start] Duhumbi tʰ i [end]
[start] Duhumbi k u [end]	[start] Duhumbi k ɔː [end]
[start] Duhumbi b ɛ n [end]	[start] Duhumbi b j ɛ ŋ [end]
[start] Duhumbi ɲ i ŋ [end]	[start] Duhumbi ɲ i ŋ [end]
[start] Duhumbi a [end]	[start] Duhumbi a ɹ [end]
[start] Duhumbi kʰ aˀ [end]	[start] Duhumbi kʰ u [end]
[start] Duhumbi tʰ u ŋ [end]	[start] Duhumbi tʰ u ŋ [end]
[start] Duhumbi tɕʰ a [end]	[start] Duhumbi tɕʰ a [end]
[start] Duhumbi a [end]	[start] Duhumbi ɔ [end]
[start] Duhumbi m a n [end]	[start] Duhumbi b a n [end]
[start] Duhumbi tʰ u [end]	[start] Duhumbi tʰ ɔu [end]
[start] Duhumbi s a ɹ [end]	[start] Duhumbi s a ɹ [end]
[start] Jerigaon g uː [end]	[start] Jerigaon g uː [end]
[start] Jerigaon n ɛː [end]	[start] Jerigaon n a [end]
[start] Jerigaon tʰ i k [end]	[start] Jerigaon tʰ i k [end]
[start] Jerigaon n a ŋ [end]	[start] Jerigaon n a ŋ [end]
[start] Jerigaon dʑ i [end]	[start] Jerigaon dʑ i [end]
[start] Jerigaon r ɔ [end]	[start] Jerigaon l ɔ [end]
[start] Jerigaon u [end]	[start] Jerigaon a [end]
[start] Jerigaon s ɛˀ [end]	[start] Jerigaon s ɛː [end]
[start] Jerigaon kʰ y ŋ [end]	[start] Jerigaon kʰ y ŋ [end]
[start] Jerigaon dʑ ɔ k [end]	[start] Jerigaon dʑ ɔ k [end]
[start] Jerigaon tɕʰ ɐ [end]	[start] Jerigaon tɕʰ ɐ [end]
[start] Jerigaon pʰ l u [end]	[start] Jerigaon pʰ l u [end]
[start] Jerigaon pʰ l ɔ̃ː [end]	[start] Jerigaon pʰ l uˀ [end]
[start] Jerigaon m ɛˀ [end]	[start] Jerigaon m ɛˀ [end]
[start] Jerigaon pʰ u k [end]	[start] Jerigaon pʰ u k [end]
[start] Jerigaon d u [end]	[start] Jerigaon d u [end]
[start] Jerigaon l ɐ [end]	[start] Jerigaon f l ɐ [end]
[start] Jerigaon pʰ a n [end]	[start] Jerigaon pʰ ɔ ŋ [end]
[start] Jerigaon s a [end]	[start] Jerigaon s [end]
[start] Jerigaon t u ŋ [end]	[start] Jerigaon tʰ u ŋ [end]
[start] Jerigaon d u [end]	[start] Jerigaon d u [end]
[start] Jerigaon ə [end]	[start] Jerigaon a [end]
[start] Jerigaon tʰ ɔ k [end]	[start] Jerigaon tʰ ɔ k [end]
[start] Jerigaon s ə [end]	[start] Jerigaon s ə [end]
[start] Jerigaon r i ŋ [end]	[start] Jerigaon r ĩː [end]
[start] Jerigaon m u [end]	[start] Jerigaon m ə [end]
[start] Jerigaon kʰ ɐ k [end]	[start] Jerigaon kʰ ɐ k [end]
[start] Jerigaon a [end]	[start] Jerigaon a [end]
[start] Jerigaon d ɔ k [end]	[start] Jerigaon d ɔ k [end]
[start] Jerigaon h uː [end]	[start] Jerigaon h uː [end]
[start] Jerigaon tɕʰ ɐ k [end]	[start] Jerigaon tɕʰ ɐ k [end]
[start] Jerigaon tɕʰ ɔ̃ː [end]	[start] Jerigaon tɕʰ ɔ̃ː [end]
[start] Jerigaon h ɛː [end]	[start] Jerigaon h ɛː [end]
[start] Jerigaon h i k [end]	[start] Jerigaon w i k [end]
[start] Jerigaon s a [end]	[start] Jerigaon s [end]
[start] Jerigaon k ɛ n [end]	[start] Jerigaon ɛ n [end]
[start] Jerigaon k y k [end]	[start] Jerigaon h i k [end]
[start] Jerigaon r i [end]	[start] Jerigaon l i [end]
[start] Jerigaon n yː [end]	[start] Jerigaon n yː [end]
[start] Jerigaon pʰ a ŋ [end]	[start] Jerigaon pʰ a ŋ [end]
[start] Jerigaon n y ŋ [end]	[start] Jerigaon n y ŋ [end]
[start] Jerigaon b y k [end]	[start] Jerigaon b y k [end]
[start] Jerigaon tʰ øː [end]	[start] Jerigaon tʰ øː [end]
[start] Jerigaon r ɛː [end]	[start] Jerigaon r ɛː [end]
[start] Jerigaon m uː [end]	[start] Jerigaon m uː [end]
[start] Jerigaon g ə [end]	[start] Jerigaon kʰ [end]
[start] Jerigaon tɕ i ŋ [end]	[start] Jerigaon tɕ i ŋ [end]
[start] Jerigaon h ɛ [end]	[start] Jerigaon h ɛ [end]
[start] Jerigaon m ɐ̃ː [end]	[start] Jerigaon m ɐ̃ː [end]
[start] Jerigaon tɕʰ ɛː [end]	[start] Jerigaon tɕʰ aː [end]
[start] Jerigaon kʰ ɛ n [end]	[start] Jerigaon kʰ ɛ n [end]
[start] Jerigaon tɕʰ ə [end]	[start] Jerigaon tɕʰ i [end]
[start] Jerigaon g ə [end]	[start] Jerigaon kʰ [end]
[start] Jerigaon tʰ u ŋ [end]	[start] Jerigaon tʰ u ŋ [end]
[start] Jerigaon b yː [end]	[start] Jerigaon b yː [end]
[start] Jerigaon n a n [end]	[start] Jerigaon n a m [end]
[start] Jerigaon b yː [end]	[start] Jerigaon b yː [end]
[start] Jerigaon tɕʰ i k [end]	[start] Jerigaon tɕʰ eˀ [end]
[start] Jerigaon pʰ ə [end]	[start] Jerigaon pʰ [end]
[start] Jerigaon tɕʰ ɛː [end]	[start] Jerigaon tɕʰ ɛː [end]
[start] Jerigaon m ɔ̃ː ŋ [end]	[start] Jerigaon m ɔ̃ː [end]
[start] Jerigaon tɕʰ ɐ k [end]	[start] Jerigaon tɕʰ ɐ k [end]
[start] Jerigaon j ɐˀ [end]	[start] Jerigaon j ɐˀ [end]
[start] Jerigaon n ɐ̃ [end]	[start] Jerigaon n ɐ̃ [end]
[start] Jerigaon b ɛˀ [end]	[start] Jerigaon b ɛˀ [end]
[start] Jerigaon r ɔː [end]	[start] Jerigaon r ɔː [end]
[start] Jerigaon g ɛ k [end]	[start] Jerigaon dʑ ɛ k [end]
[start] Jerigaon tʰ ɐ k [end]	[start] Jerigaon tʰ ɐ k [end]
[start] Jerigaon tɕʰ i k [end]	[start] Jerigaon tɕʰ eˀ [end]
[start] Jerigaon m a m [end]	[start] Jerigaon m a [end]
[start] Jerigaon b u ŋ [end]	[start] Jerigaon b u ŋ [end]
[start] Jerigaon d ə [end]	[start] Jerigaon d ə [end]
[start] Jerigaon m yː [end]	[start] Jerigaon m yː [end]
[start] Jerigaon u [end]	[start] Jerigaon a [end]
[start] Jerigaon l ɔ [end]	[start] Jerigaon l ɛ n [end]
[start] Jerigaon tɕ i k [end]	[start] Jerigaon tɕ i k [end]
[start] Jerigaon n i [end]	[start] Jerigaon h i [end]
[start] Jerigaon s ə [end]	[start] Jerigaon s iː [end]
[start] Jerigaon iː [end]	[start] Jerigaon iː [end]
[start] Jerigaon r ɛ [end]	[start] Jerigaon r ɛ [end]
[start] Jerigaon tʰ ɛː [end]	[start] Jerigaon tʰ ɛː [end]
[start] Jerigaon k ɔː [end]	[start] Jerigaon k ɔː [end]
[start] Jerigaon b ɛ n [end]	[start] Jerigaon b ɛ n [end]
[start] Jerigaon n i ŋ [end]	[start] Jerigaon l i ŋ [end]
[start] Jerigaon ɔ̃ː [end]	[start] Jerigaon ɐ̃ː [end]
[start] Jerigaon g ə [end]	[start] Jerigaon kʰ [end]
[start] Jerigaon tʰ y ŋ [end]	[start] Jerigaon tʰ y ŋ [end]
[start] Jerigaon tɕʰ u [end]	[start] Jerigaon tɕʰ u [end]
[start] Jerigaon a [end]	[start] Jerigaon a [end]
[start] Jerigaon b a n [end]	[start] Jerigaon m ə [end]
[start] Jerigaon tʰ ɔː [end]	[start] Jerigaon tʰ ɔː [end]
[start] Jerigaon s a ɹ [end]	[start] Jerigaon s a ɹ [end]
[start] Khispi g uː [end]	[start] Khispi g a [end]
[start] Khispi n a [end]	[start] Khispi n a [end]
[start] Khispi tʰ e [end]	[start] Khispi tʰ e [end]
[start] Khispi n a ŋ [end]	[start] Khispi n a ŋ [end]
[start] Khispi b i [end]	[start] Khispi b i [end]
[start] Khispi l ɔ [end]	[start] Khispi l ɔ [end]
[start] Khispi a [end]	[start] Khispi u [end]
[start] Khispi s e [end]	[start] Khispi s i [end]
[start] Khispi kʰ u ŋ [end]	[start] Khispi kʰ u ŋ [end]
[start] Khispi dʑ ɔ k [end]	[start] Khispi tɕʰ ɔ k [end]
[start] Khispi tɕʰ a [end]	[start] Khispi tɕʰ u [end]
[start] Khispi pʰ l u [end]	[start] Khispi pʰ a [end]
[start] Khispi pʰ l ɔu [end]	[start] Khispi pʰ a [end]
[start] Khispi m a [end]	[start] Khispi m ei [end]
[start] Khispi pʰ ɔ k [end]	[start] Khispi pʰ ɔ k [end]
[start] Khispi d u [end]	[start] Khispi d au [end]
[start] Khispi pʰ l a [end]	[start] Khispi l a [end]
[start] Khispi pʰ ɔ m [end]	[start] Khispi pʰ o [end]
[start] Khispi s a [end]	[start] Khispi ɕ a [end]
[start] Khispi t ɔ m [end]	[start] Khispi tʰ ɔ m [end]
[start] Khispi d a [end]	[start] Khispi t a [end]
[start] Khispi a [end]	[start] Khispi a [end]
[start] Khispi tʰ ɔ k [end]	[start] Khispi tʰ ɔ k [end]
[start] Khispi s i [end]	[start] Khispi h i [end]
[start] Khispi l i ŋ [end]	[start] Khispi n i ŋ [end]
[start] Khispi m a [end]	[start] Khispi b u [end]
[start] Khispi kʰ a k [end]	[start] Khispi kʰ a k [end]
[start] Khispi a [end]	[start] Khispi ɔ [end]
[start] Khispi d ɔ k [end]	[start] Khispi d ɔ k [end]
[start] Khispi h uː [end]	[start] Khispi h w a [end]
[start] Khispi tɕʰ a k [end]	[start] Khispi tɕʰ a k [end]
[start] Khispi tɕʰ a m [end]	[start] Khispi tɕʰ a m [end]
[start] Khispi h ui [end]	[start] Khispi h ui [end]
[start] Khispi m i k [end]	[start] Khispi h u t [end]
[start] Khispi ɕ a [end]	[start] Khispi ɕ a [end]
[start] Khispi kʰ ɛ n [end]	[start] Khispi kʰ ɛ n [end]
[start] Khispi kʰ u s [end]	[start] Khispi kʰ u s [end]
[start] Khispi l i [end]	[start] Khispi l i [end]
[start] Khispi ɲ u [end]	[start] Khispi ɲ u [end]
[start] Khispi pʰ a ŋ [end]	[start] Khispi pʰ a [end]
[start] Khispi ɲ u ŋ [end]	[start] Khispi ɲ u ŋ [end]
[start] Khispi b u k [end]	[start] Khispi b u k [end]
[start] Khispi t ɔ n [end]	[start] Khispi tʰ ɔ n [end]
[start] Khispi l ui [end]	[start] Khispi l ei [end]
[start] Khispi m a [end]	[start] Khispi m a [end]
[start] Khispi k a n [end]	[start] Khispi g u n [end]
[start] Khispi tɕ i n [end]	[start] Khispi ts u n [end]
[start] Khispi h ai [end]	[start] Khispi h ai [end]
[start] Khispi m a l [end]	[start] Khispi m a l [end]
[start] Khispi tɕʰ ei [end]	[start] Khispi ɕ ei [end]
[start] Khispi kʰ a n [end]	[start] Khispi kʰ a l [end]
[start] Khispi kʰ i [end]	[start] Khispi kʰ i [end]
[start] Khispi kʰ ɔ n [end]	[start] Khispi kʰ ɔ [end]
[start] Khispi tʰ ɔ ŋ [end]	[start] Khispi tʰ ɔ ŋ [end]
[start] Khispi b u [end]	[start] Khispi b u [end]
[start] Khispi ɲ a m [end]	[start] Khispi ɲ a ŋ [end]
[start] Khispi b u [end]	[start] Khispi b u [end]
[start] Khispi kʰ e [end]	[start] Khispi kʰ i p [end]
[start] Khispi pʰ ei [end]	[start] Khispi h w a [end]
[start] Khispi tɕʰ i [end]	[start] Khispi kʰ i [end]
[start] Khispi m a ŋ [end]	[start] Khispi m a ŋ [end]
[start] Khispi tɕʰ a k [end]	[start] Khispi ɕ a k [end]
[start] Khispi j a t [end]	[start] Khispi w a t [end]
[start] Khispi n a s [end]	[start] Khispi t a s [end]
[start] Khispi b a t [end]	[start] Khispi b e [end]
[start] Khispi l au [end]	[start] Khispi l ɔː [end]
[start] Khispi g j ɛ ŋ [end]	[start] Khispi g a ŋ [end]
[start] Khispi tʰ a k [end]	[start] Khispi tʰ a k [end]
[start] Khispi kʰ e [end]	[start] Khispi kʰ i p [end]
[start] Khispi m a m [end]	[start] Khispi m ɛ m [end]
[start] Khispi b ɔ ŋ [end]	[start] Khispi b ɔ ŋ [end]
[start] Khispi d i [end]	[start] Khispi d a [end]
[start] Khispi m u [end]	[start] Khispi m u [end]
[start] Khispi a [end]	[start] Khispi u [end]
[start] Khispi l i n [end]	[start] Khispi l ɔu [end]
[start] Khispi k i k [end]	[start] Khispi k i [end]
[start] Khispi h i [end]	[start] Khispi n i [end]
[start] Khispi ɕ i [end]	[start] Khispi ɕ i [end]
[start] Khispi iː [end]	[start] Khispi i [end]
[start] Khispi l e [end]	[start] Khispi l i [end]
[start] Khispi tʰ i [end]	[start] Khispi tʰ i [end]
[start] Khispi k au [end]	[start] Khispi k u [end]
[start] Khispi b ɛ n [end]	[start] Khispi b ɛ ŋ [end]
[start] Khispi ɲ i ŋ [end]	[start] Khispi ɲ i ŋ [end]
[start] Khispi a ɹ [end]	[start] Khispi a l [end]
[start] Khispi kʰ a [end]	[start] Khispi kʰ u [end]
[start] Khispi tʰ u ŋ [end]	[start] Khispi tʰ u ŋ [end]
[start] Khispi tɕʰ a [end]	[start] Khispi tɕʰ a [end]
[start] Khispi a [end]	[start] Khispi ɔ [end]
[start] Khispi m a n [end]	[start] Khispi b a n [end]
[start] Khispi tʰ o [end]	[start] Khispi tʰ u [end]
[start] Khispi s a ɹ [end]	[start] Khispi s a ɹ [end]
[start] Khoina g uː [end]	[start] Khoina g uː [end]
[start] Khoina n aː [end]	[start] Khoina n a [end]
[start] Khoina tʰ i k [end]	[start] Khoina tʰ i k [end]
[start] Khoina n a ŋ [end]	[start] Khoina n a ŋ [end]
[start] Khoina dz i [end]	[start] Khoina ʥ i [end]
[start] Khoina r ɔ [end]	[start] Khoina l ɔ [end]
[start] Khoina u [end]	[start] Khoina a [end]
[start] Khoina s aː [end]	[start] Khoina s aː [end]
[start] Khoina kʰ y ŋ [end]	[start] Khoina kʰ y ŋ [end]
[start] Khoina tsʰ u k [end]	[start] Khoina ɖʐ ɔ k [end]
[start] Khoina tsʰ ɐ [end]	[start] Khoina dʑ ɐ [end]
[start] Khoina pʰ l u [end]	[start] Khoina pʰ l u [end]
[start] Khoina pʰ l ɔː [end]	[start] Khoina pʰ l uˀ [end]
[start] Khoina m ɐ [end]	[start] Khoina m aː [end]
[start] Khoina pʰ u k [end]	[start] Khoina pʰ u k [end]
