Predicted	Actual
[start] Xiangyun ɕ y ³³ [end]	[start] Xiangyun ɕ y ³³ [end]
[start] Xiangyun t e ⁴⁴ [end]	[start] Xiangyun t e ⁴⁴ [end]
[start] Xiangyun k w a ⁴⁴ [end]	[start] Xiangyun k w a ⁴⁴ [end]
[start] Xiangyun k ɔ ⁵⁵ [end]	[start] Xiangyun k ɔ ⁴⁴ [end]
[start] Xiangyun k w a ⁴⁴ [end]	[start] Xiangyun k w a ⁴⁴ [end]
[start] Xiangyun s w a ⁴⁴ [end]	[start] Xiangyun s w a ⁴⁴ [end]
[start] Xiangyun ts ɿ ³³ [end]	[start] Xiangyun ts ɿ ³³ [end]
[start] Xiangyun ts ã ²¹ [end]	[start] Xiangyun ts ɤ̃ ²¹ [end]
[start] Xiangyun ɕ ĩ ⁵⁵ [end]	[start] Xiangyun ɕ ĩ ⁵⁵ [end]
[start] Xiangyun k ã ³⁵ [end]	[start] Xiangyun k ã ⁵⁵ [end]
[start] Xiangyun s ɿ ³³ [end]	[start] Xiangyun s ɿ ³³ [end]
[start] Xiangyun s ɿ ³¹ [end]	[start] Xiangyun s ɿ ³¹ [end]
[start] Xiangyun n j ɛ ²¹ [end]	[start] Xiangyun n i ²¹ [end]
[start] Xiangyun kʲ ɛ ³⁵ [end]	[start] Xiangyun k ɛ̃ ³⁵ [end]
[start] Xiangyun n ɛ̃ ³³ [end]	[start] Xiangyun n ɛ̃ ³³ [end]
[start] Xiangyun n j ɛ ²¹ [end]	[start] Xiangyun n i ²¹ [end]
[start] Xiangyun m ɔ ³³ [end]	[start] Xiangyun m ɔ ³³ [end]
[start] Xiangyun n j ɛ ²¹ [end]	[start] Xiangyun n i ³¹ [end]
[start] Xiangyun tɕ i ³³ [end]	[start] Xiangyun ts ɿ ³³ [end]
[start] Xiangyun x ɔ ³¹ [end]	[start] Xiangyun x ɛ̃ ³¹ [end]
[start] Xiangyun t ɯ ³⁵ [end]	[start] Xiangyun t ɛ ³⁵ [end]
[start] Xiangyun x ɔ ³¹ [end]	[start] Xiangyun x ɔ ²¹ [end]
[start] Xiangyun ts ɿ ³³ [end]	[start] Xiangyun z ɿ ³³ [end]
[start] Xiangyun k u ²¹ [end]	[start] Xiangyun k u ²¹ [end]
[start] Xiangyun m e ²¹ [end]	[start] Xiangyun m e ²¹ [end]
[start] Xiangyun k ɔ ³¹ [end]	[start] Xiangyun k ou ⁵⁵ [end]
[start] Xiangyun kʲ ɛ ⁴² [end]	[start] Xiangyun kʲ ɛ ⁴² [end]
[start] Xiangyun l ɔ ³¹ [end]	[start] Xiangyun l ɔ ³¹ [end]
[start] Xiangyun k ã ³⁵ [end]	[start] Xiangyun k ã ³⁵ [end]
[start] Xiangyun m e ³³ [end]	[start] Xiangyun m e ³³ [end]
[start] Xiangyun pʰ ɛ̃ ⁵⁵ [end]	[start] Xiangyun pʰ ɛ ⁵⁵ [end]
[start] Xiangyun n i ⁴⁴ [end]	[start] Xiangyun n i ⁴⁴ [end]
[start] Xiangyun p e ³³ [end]	[start] Xiangyun p e ³³ [end]
[start] Xiangyun ts ɿ ³⁵ [end]	[start] Xiangyun ts ɿ ³⁵ [end]
[start] Xiangyun kʲ ɛ ²¹ [end]	[start] Xiangyun kʲ ɛ ²¹ [end]
[start] Xiangyun ts ɔ ²¹ [end]	[start] Xiangyun ts o ²¹ [end]
[start] Xiangyun s ɔ ³⁵ [end]	[start] Xiangyun s o ³⁵ [end]
[start] Xiangyun t ɔ ²¹ [end]	[start] Xiangyun t o ²¹ [end]
[start] Xiangyun j i ³⁵ [end]	[start] Xiangyun j i ³⁵ [end]
[start] Xiangyun tɕ ɛ ²¹ [end]	[start] Xiangyun tɕ ɛ̃ ²¹ [end]
[start] Xiangyun tɕ i ³⁵ [end]	[start] Xiangyun tɕ i ³⁵ [end]
[start] Xiangyun l ɔ ²¹ [end]	[start] Xiangyun l ɔ ²¹ [end]
[start] Xiangyun s ɯ ⁴² [end]	[start] Xiangyun ɕ ɛ̃ ⁴² [end]
[start] Xiangyun ts ɔ ⁴² [end]	[start] Xiangyun ts o ⁴² [end]
[start] Xiangyun ɕ ĩ ⁵⁵ [end]	[start] Xiangyun ɕ ĩ ⁵⁵ [end]
[start] Xiangyun t ou ³⁵ [end]	[start] Xiangyun t ɯ ³⁵ [end]
[start] Xiangyun ts ɔ ⁴² [end]	[start] Xiangyun ts o ⁴² [end]
[start] Xiangyun kʰ w e ³⁵ [end]	[start] Xiangyun kʰ w e ⁵⁵ [end]
[start] Xiangyun tɕʰ i ³¹ [end]	[start] Xiangyun tɕʰ i ³¹ [end]
[start] Xiangyun t ã ³⁵ [end]	[start] Xiangyun t ã ³⁵ [end]
[start] Xiangyun ts ɿ ³³ [end]	[start] Xiangyun ts ɿ ³³ [end]
[start] Xiangyun tɕʰ ɛ̃ ⁵⁵ [end]	[start] Xiangyun tsʰ ɛ̃ ⁵⁵ [end]
[start] Xiangyun s ɿ ³¹ [end]	[start] Xiangyun s ɿ ³¹ [end]
[start] Xiangyun z ɿ ²¹ [end]	[start] Xiangyun s ɯ̃ ⁴² [end]
[start] Xiangyun k ɯ ³³ [end]	[start] Xiangyun k ɯ ³³ [end]
[start] Xiangyun w e ⁴² [end]	[start] Xiangyun w ẽ ⁴² [end]
[start] Xiangyun t ou ²¹ [end]	[start] Xiangyun t ou ²¹ [end]
[start] Xiangyun kʲ ɛ ⁴² [end]	[start] Xiangyun kʲ ɛ ⁴² [end]
[start] Xiangyun kʲ ɛ ⁴² [end]	[start] Xiangyun kʲ ɛ ⁴² [end]
[start] Xiangyun j ɔ ⁴⁴ [end]	[start] Xiangyun j ɔ ⁴⁴ [end]
[start] Xiangyun tɕʰ ɛ̃ ⁵⁵ [end]	[start] Xiangyun tɕʰ ɛ̃ ⁵⁵ [end]
[start] Xiangyun ŋ a ⁴⁴ [end]	[start] Xiangyun ŋ a ⁴⁴ [end]
[start] Xiangyun pʰ ou ⁵⁵ [end]	[start] Xiangyun pʰ ou ⁵⁵ [end]
[start] Xiangyun p ɔ ⁴⁴ [end]	[start] Xiangyun p ɔu ⁴⁴ [end]
[start] Xiangyun kʰ w a ⁴⁴ [end]	[start] Xiangyun kʰ w a ⁴⁴ [end]
[start] Xiangyun ts ɿ ⁴² [end]	[start] Xiangyun ts ɿ ⁴² [end]
[start] Xiangyun tɕ i ³³ [end]	[start] Xiangyun tɕ i ⁴⁴ [end]
[start] Xiangyun t a ⁴² [end]	[start] Xiangyun t a ⁴² [end]
[start] Yunlong x e ⁵⁵ [end]	[start] Yunlong x e ⁵⁵ [end]
[start] Yunlong t ɯ ³¹ [end]	[start] Yunlong d ɯ ³¹ [end]
[start] Yunlong t ɯ ³¹ [end]	[start] Yunlong d ɯ ³¹ [end]
[start] Yunlong tsʰ ɯ ³¹ [end]	[start] Yunlong tsʰ ɯ ³¹ [end]
[start] Yunlong t ɯ ³¹ [end]	[start] Yunlong d ɯ ³¹ [end]
[start] Yunlong pʰ ɔ ⁴⁴ [end]	[start] Yunlong pʰ u ⁴⁴ [end]
[start] Yunlong tsʰ ɯ ³¹ [end]	[start] Yunlong tsʰ ɯ ³¹ [end]
[start] Yunlong l ɔ ³⁵ [end]	[start] Yunlong l a ³⁵ [end]
[start] Yunlong dz ɿ ³¹ [end]	[start] Yunlong ts ɿ ³¹ [end]
[start] Yunlong t ɔ ³¹ [end]	[start] Yunlong t ɔ ²¹ [end]
[start] Yunlong t a ²¹ [end]	[start] Yunlong t a ²¹ [end]
[start] Yunlong ɕ y ⁵⁵ [end]	[start] Yunlong ɕ y ⁵⁵ [end]
[start] Yunlong l i ⁵⁵ [end]	[start] Yunlong l i ⁵⁵ [end]
[start] Yunlong s ɿ ³³ [end]	[start] Yunlong s ɛ ³³ [end]
[start] Yunlong ts ɤ ³³ [end]	[start] Yunlong dz ɯ ³³ [end]
[start] Yunlong s ɛ ⁴⁴ [end]	[start] Yunlong s ɛ ⁴⁴ [end]
[start] Yunlong x ɔ ³⁵ [end]	[start] Yunlong x ao ³³ [end]
[start] Yunlong kʰ ɔ ³³ [end]	[start] Yunlong kʰ ao ³³ [end]
[start] Yunlong s ɔ ⁵⁵ [end]	[start] Yunlong s o ³³ [end]
[start] Yunlong tsʰ ɿ ⁵⁵ [end]	[start] Yunlong tsʰ ɿ ⁵⁵ [end]
[start] Yunlong k ɯ ³¹ [end]	[start] Yunlong k ɯ ³¹ [end]
[start] Yunlong p ao ²¹ [end]	[start] Yunlong p ao ²¹ [end]
[start] Yunlong p a ⁴⁴ [end]	[start] Yunlong p a ³³ [end]
[start] Yunlong ts e ³¹ [end]	[start] Yunlong ts e ⁴² [end]
[start] Yunlong s ɯ ³³ [end]	[start] Yunlong ʃ ɤ ³³ [end]
[start] Yunlong s ɯ ³³ [end]	[start] Yunlong ʃ ɤ ³³ [end]
[start] Yunlong s ɯ ³³ [end]	[start] Yunlong ʃ ɤ ³³ [end]
[start] Yunlong k ɛ ⁴⁴ [end]	[start] Yunlong k ɛ ⁴⁴ [end]
[start] Yunlong p a ⁴² [end]	[start] Yunlong p a ⁴² [end]
[start] Yunlong ɕ y ³³ [end]	[start] Yunlong ɕ y ³³ [end]
[start] Yunlong t ɛ ⁴⁴ [end]	[start] Yunlong t u ⁴⁴ [end]
[start] Yunlong k w a ⁴⁴ [end]	[start] Yunlong k w a ⁴⁴ [end]
[start] Yunlong k ɔ ⁴⁴ [end]	[start] Yunlong k u ³³ [end]
[start] Yunlong k w a ⁴⁴ [end]	[start] Yunlong k w a ⁴⁴ [end]
[start] Yunlong s w a ⁴⁴ [end]	[start] Yunlong s w a ⁴⁴ [end]
[start] Yunlong dz ɿ ³³ [end]	[start] Yunlong ts ɿ ³³ [end]
[start] Yunlong dz ɔ ²¹ [end]	[start] Yunlong ts ao ²¹ [end]
[start] Yunlong ɕ i ³⁵ [end]	[start] Yunlong s e ⁵⁵ [end]
[start] Yunlong k a ³⁵ [end]	[start] Yunlong k a ³⁵ [end]
[start] Yunlong s ɿ ³³ [end]	[start] Yunlong s ɿ ³³ [end]
[start] Yunlong s ɔ ³¹ [end]	[start] Yunlong s ɿ ³¹ [end]
[start] Yunlong ɲ i ²¹ [end]	[start] Yunlong ɲ i ²¹ [end]
[start] Yunlong k ɛ ³⁵ [end]	[start] Yunlong k ɛ ³⁵ [end]
[start] Yunlong ɲ ɤ ³³ [end]	[start] Yunlong ɲ ɤ ³³ [end]
[start] Yunlong ɲ i ²¹ [end]	[start] Yunlong ɲ i ²¹ [end]
[start] Yunlong m ɔ ³³ [end]	[start] Yunlong m ɔ ³³ [end]
[start] Yunlong ɲ i ²¹ [end]	[start] Yunlong ɲ i ²¹ [end]
[start] Yunlong ts ɿ ³³ [end]	[start] Yunlong ts ɿ ³³ [end]
[start] Yunlong x ɔ ³¹ [end]	[start] Yunlong x a ³¹ [end]
[start] Yunlong t ɤ ³⁵ [end]	[start] Yunlong t ɤ ⁵⁵ [end]
[start] Yunlong x ɔ ³¹ [end]	[start] Yunlong x ao ²¹ [end]
[start] Yunlong dz ɿ ³³ [end]	[start] Yunlong dz ɿ ³³ [end]
[start] Yunlong k u ²¹ [end]	[start] Yunlong k u ²¹ [end]
[start] Yunlong m e ²¹ [end]	[start] Yunlong m ɛ ²¹ [end]
[start] Yunlong k ɔ ³¹ [end]	[start] Yunlong k ɤ ³¹ [end]
[start] Yunlong k ɛ ⁴² [end]	[start] Yunlong k ɛ ⁴² [end]
[start] Yunlong l ɔ ³¹ [end]	[start] Yunlong l ao ³¹ [end]
[start] Yunlong k a ³⁵ [end]	[start] Yunlong k a ³⁵ [end]
[start] Yunlong m e ³³ [end]	[start] Yunlong m e ³³ [end]
[start] Yunlong pʰ ɛ ⁵⁵ [end]	[start] Yunlong pʰ ɛ ⁵⁵ [end]
[start] Yunlong ɲ i ⁴⁴ [end]	[start] Yunlong ɲ i ⁴⁴ [end]
[start] Yunlong p e ³³ [end]	[start] Yunlong p e ³³ [end]
[start] Yunlong ts ɿ ³⁵ [end]	[start] Yunlong ts ɿ ³⁵ [end]
[start] Yunlong k ɛ ²¹ [end]	[start] Yunlong k ɛ ²¹ [end]
[start] Yunlong ts ɔ ²¹ [end]	[start] Yunlong ts ao ²¹ [end]
[start] Yunlong s ɔ ³⁵ [end]	[start] Yunlong s ao ³⁵ [end]
[start] Yunlong t ɔ ³¹ [end]	[start] Yunlong t ao ²¹ [end]
[start] Yunlong j i ³⁵ [end]	[start] Yunlong j i ⁵⁵ [end]
[start] Yunlong dz ɤ ²¹ [end]	[start] Yunlong ts ɯ ²¹ [end]
[start] Yunlong tɕ i ³⁵ [end]	[start] Yunlong tɕ i ³¹ [end]
[start] Yunlong l ao ²¹ [end]	[start] Yunlong l ɔ ²¹ [end]
[start] Yunlong s ɤ ⁴² [end]	[start] Yunlong ʃ ɤ ⁴² [end]
[start] Yunlong ts ɔ ⁴² [end]	[start] Yunlong ts ɔ ⁴² [end]
[start] Yunlong ɕ i ³⁵ [end]	[start] Yunlong s e ⁵⁵ [end]
[start] Yunlong t ɯ ³⁵ [end]	[start] Yunlong t ɯ ³⁵ [end]
[start] Yunlong ts o ⁴² [end]	[start] Yunlong ts o ⁴² [end]
[start] Yunlong kʰ w e ⁵⁵ [end]	[start] Yunlong kʰ w e ⁵⁵ [end]
[start] Yunlong tɕʰ i ³¹ [end]	[start] Yunlong tɕ i ²¹ [end]
[start] Yunlong t a ³⁵ [end]	[start] Yunlong t a ³⁵ [end]
[start] Yunlong ts ɿ ³³ [end]	[start] Yunlong dz ɿ ³³ [end]
[start] Yunlong tɕʰ ɛ ⁵⁵ [end]	[start] Yunlong tsʰ ɛ ⁵⁵ [end]
[start] Yunlong s ɿ ³¹ [end]	[start] Yunlong s ɿ ³¹ [end]
[start] Yunlong s ɿ ³¹ [end]	[start] Yunlong s e ³⁵ [end]
[start] Yunlong k ɤ ³³ [end]	[start] Yunlong k ɤ ³³ [end]
[start] Yunlong w e ⁴² [end]	[start] Yunlong w ɛ ⁴² [end]
[start] Yunlong t ɯ ³¹ [end]	[start] Yunlong t ɯ ³¹ [end]
[start] Yunlong k ɛ ⁴² [end]	[start] Yunlong k ɛ ⁴² [end]
[start] Yunlong k ɛ ⁴² [end]	[start] Yunlong k ɛ ⁴² [end]
[start] Yunlong j ɔ ⁴⁴ [end]	[start] Yunlong j ao ⁴⁴ [end]
[start] Yunlong tɕʰ ɛ ⁵⁵ [end]	[start] Yunlong tɕʰ ɛ ⁵⁵ [end]
[start] Yunlong ŋ a ⁴⁴ [end]	[start] Yunlong ŋ a ⁴⁴ [end]
[start] Yunlong pʰ ɯ ⁵⁵ [end]	[start] Yunlong pʰ ɯ ⁵⁵ [end]
[start] Yunlong p ɔ ⁴⁴ [end]	[start] Yunlong p o ⁴⁴ [end]
[start] Yunlong kʰ w a ⁴⁴ [end]	[start] Yunlong kʰ w a ⁴⁴ [end]
[start] Yunlong ts ɿ ⁴² [end]	[start] Yunlong ts ɿ ⁴² [end]
[start] Yunlong tɕ i ³³ [end]	[start] Yunlong tɕ i ³³ [end]
[start] Yunlong t a ⁴² [end]	[start] Yunlong t a ⁴² [end]
[start] Zhoucheng x e ⁵⁵ [end]	[start] Zhoucheng x e ⁵⁵ [end]
[start] Zhoucheng t ɯ ³¹ [end]	[start] Zhoucheng t ɯ ³¹ [end]
[start] Zhoucheng t ɯ ³¹ [end]	[start] Zhoucheng t ɯ ³¹ [end]
[start] Zhoucheng tsʰ ɯ ³¹ [end]	[start] Zhoucheng tsʰ ɯ ³¹ [end]
[start] Zhoucheng t ɯ ³¹ [end]	[start] Zhoucheng t ɯ ³¹ [end]
[start] Zhoucheng pʰ ɔ ⁴⁴ [end]	[start] Zhoucheng pʰ o ⁴⁴ [end]
[start] Zhoucheng tsʰ ɯ ³¹ [end]	[start] Zhoucheng tsʰ ɯ ³¹ [end]
[start] Zhoucheng l a ³⁵ [end]	[start] Zhoucheng l a ³⁵ [end]
[start] Zhoucheng ts ɿ ³¹ [end]	[start] Zhoucheng ts ɿ ³³ [end]
[start] Zhoucheng t o ²¹ [end]	[start] Zhoucheng t ɔ ²¹ [end]
[start] Zhoucheng t a ²¹ [end]	[start] Zhoucheng t a ²¹ [end]
[start] Zhoucheng ɕ y ⁵⁵ [end]	[start] Zhoucheng ɕ y ⁵⁵ [end]
[start] Zhoucheng l i ⁵⁵ [end]	[start] Zhoucheng l i ⁵⁵ [end]
[start] Zhoucheng s ɿ ³³ [end]	[start] Zhoucheng s ɛ ²¹ [end]
[start] Zhoucheng ts ɤ ³³ [end]	[start] Zhoucheng ts ɤ ³³ [end]
[start] Zhoucheng s e ⁴⁴ [end]	[start] Zhoucheng s e ⁴⁴ [end]
[start] Zhoucheng x ɔ ³⁵ [end]	[start] Zhoucheng x w ɔ ³⁵ [end]
[start] Zhoucheng kʰ ɔ ³³ [end]	[start] Zhoucheng kʰ w ɔ ³³ [end]
[start] Zhoucheng s o ⁵⁵ [end]	[start] Zhoucheng s o ⁵⁵ [end]
[start] Zhoucheng tsʰ ɿ ⁵⁵ [end]	[start] Zhoucheng tsʰ ɿ ⁵⁵ [end]
[start] Zhoucheng k ɯ ³¹ [end]	[start] Zhoucheng k ɯ ³¹ [end]
[start] Zhoucheng p ɔ ²¹ [end]	[start] Zhoucheng p ɔ ²¹ [end]
[start] Zhoucheng p a ⁴⁴ [end]	[start] Zhoucheng p a ⁴⁴ [end]
[start] Zhoucheng ts e ⁴² [end]	[start] Zhoucheng ts e ⁴² [end]
[start] Zhoucheng s ɯ ³³ [end]	[start] Zhoucheng s ɯ ³³ [end]
[start] Zhoucheng s ɯ ³³ [end]	[start] Zhoucheng s ɯ ³³ [end]
[start] Zhoucheng s ɯ ³³ [end]	[start] Zhoucheng s ɯ ³³ [end]
[start] Zhoucheng k ɛ ⁴⁴ [end]	[start] Zhoucheng kʲ ɛ ⁴⁴ [end]
[start] Zhoucheng p a ⁴² [end]	[start] Zhoucheng p a ⁴² [end]
[start] Zhoucheng ɕ y ³³ [end]	[start] Zhoucheng ɕ y ³³ [end]
[start] Zhoucheng t e ⁴⁴ [end]	[start] Zhoucheng t e ⁴⁴ [end]
[start] Zhoucheng k w a ⁴⁴ [end]	[start] Zhoucheng k w a ⁴⁴ [end]
[start] Zhoucheng k ɔ ⁵⁵ [end]	[start] Zhoucheng k o ⁴⁴ [end]
[start] Zhoucheng k w a ⁴⁴ [end]	[start] Zhoucheng k w a ⁴⁴ [end]
[start] Zhoucheng s w a ⁴⁴ [end]	[start] Zhoucheng s w a ⁴⁴ [end]
[start] Zhoucheng ts ɿ ³³ [end]	[start] Zhoucheng ts ɿ ³³ [end]
[start] Zhoucheng ts o ²¹ [end]	[start] Zhoucheng ts o ²¹ [end]
[start] Zhoucheng ɕ i ³⁵ [end]	[start] Zhoucheng ɕ i ³⁵ [end]
[start] Zhoucheng k a ³⁵ [end]	[start] Zhoucheng k a ³⁵ [end]
[start] Zhoucheng s ɿ ³³ [end]	[start] Zhoucheng s ɿ ³³ [end]
[start] Zhoucheng s ɿ ³¹ [end]	[start] Zhoucheng s ɿ ³³ [end]
[start] Zhoucheng ɲ i ²¹ [end]	[start] Zhoucheng ɲ i ²¹ [end]
[start] Zhoucheng k ɛ ³⁵ [end]	[start] Zhoucheng kʲ ɛ ³⁵ [end]
[start] Zhoucheng ɲ ɤ ³³ [end]	[start] Zhoucheng ɲ ɤ ³³ [end]
[start] Zhoucheng ɲ i ²¹ [end]	[start] Zhoucheng ɲ i ²¹ [end]
[start] Zhoucheng m ɔ ³³ [end]	[start] Zhoucheng m ɔ ³³ [end]
[start] Zhoucheng ɲ i ²¹ [end]	[start] Zhoucheng ɲ i ²¹ [end]
[start] Zhoucheng ts ɿ ³³ [end]	[start] Zhoucheng ts ɿ ³³ [end]
[start] Zhoucheng x ɔ ³¹ [end]	[start] Zhoucheng x ɔ ³¹ [end]
[start] Zhoucheng t ɤ ³⁵ [end]	[start] Zhoucheng t ɤ ³⁵ [end]
[start] Zhoucheng x ɔ ³¹ [end]	[start] Zhoucheng x ɔ ³¹ [end]
[start] Zhoucheng ts ɿ ³³ [end]	[start] Zhoucheng ts ɿ ³³ [end]
[start] Zhoucheng k u ²¹ [end]	[start] Zhoucheng k u ²¹ [end]
[start] Zhoucheng m e ²¹ [end]	[start] Zhoucheng m e ²¹ [end]
[start] Zhoucheng k o ³¹ [end]	[start] Zhoucheng k u ²¹ [end]
[start] Zhoucheng kʲ ɛ ⁴² [end]	[start] Zhoucheng kʲ ɛ ³² [end]
[start] Zhoucheng l ɔ ³¹ [end]	[start] Zhoucheng l ɔ ³¹ [end]
[start] Zhoucheng k a ³⁵ [end]	[start] Zhoucheng k a ³⁵ [end]
[start] Zhoucheng m e ³³ [end]	[start] Zhoucheng m e ³³ [end]
[start] Zhoucheng pʰ ɛ ⁵⁵ [end]	[start] Zhoucheng pʰ ɛ ⁵⁵ [end]
[start] Zhoucheng ɲ i ⁴⁴ [end]	[start] Zhoucheng ɲ i ⁴⁴ [end]
[start] Zhoucheng p e ³³ [end]	[start] Zhoucheng p e ³³ [end]
[start] Zhoucheng ts ɿ ³⁵ [end]	[start] Zhoucheng ts ɿ ³⁵ [end]
[start] Zhoucheng k ɛ ²¹ [end]	[start] Zhoucheng kʲ ɛ ²¹ [end]
[start] Zhoucheng ts ɔ ²¹ [end]	[start] Zhoucheng ts ɔ ²¹ [end]
[start] Zhoucheng s o ³⁵ [end]	[start] Zhoucheng s ɔ ³⁵ [end]
[start] Zhoucheng t ɔ ²¹ [end]	[start] Zhoucheng t ɔ ²¹ [end]
[start] Zhoucheng j i ³⁵ [end]	[start] Zhoucheng j i ³⁵ [end]
[start] Zhoucheng ts ɤ ²¹ [end]	[start] Zhoucheng ts ɤ ²¹ [end]
[start] Zhoucheng tɕ i ³⁵ [end]	[start] Zhoucheng kʲ i ³⁵ [end]
[start] Zhoucheng l ɔ ²¹ [end]	[start] Zhoucheng l ɔ ²¹ [end]
[start] Zhoucheng s ɤ ³² [end]	[start] Zhoucheng s ɤ ³² [end]
[start] Zhoucheng ts ɔ ⁴² [end]	[start] Zhoucheng ts ɔ ⁴² [end]
[start] Zhoucheng ɕ i ³⁵ [end]	[start] Zhoucheng ɕ i ⁵⁵ [end]
[start] Zhoucheng t ɯ ³⁵ [end]	[start] Zhoucheng t ɯ ³⁵ [end]
[start] Zhoucheng ts o ⁴² [end]	[start] Zhoucheng ts o ⁴² [end]
[start] Zhoucheng kʰ w e ⁵⁵ [end]	[start] Zhoucheng kʰ w e ³⁵ [end]
[start] Zhoucheng tɕʰ i ³¹ [end]	[start] Zhoucheng tɕʰ i ³¹ [end]
[start] Zhoucheng t a ³⁵ [end]	[start] Zhoucheng t a ³⁵ [end]
[start] Zhoucheng ts ɿ ³³ [end]	[start] Zhoucheng ts ɿ ³³ [end]
[start] Zhoucheng tsʰ ɛ ⁵⁵ [end]	[start] Zhoucheng tɕʰ i ⁴⁴ [end]
[start] Zhoucheng s ɿ ³¹ [end]	[start] Zhoucheng s ɿ ³¹ [end]
[start] Zhoucheng s ɿ ³¹ [end]	[start] Zhoucheng z ɿ ³¹ [end]
[start] Zhoucheng k ɤ ³³ [end]	[start] Zhoucheng k ɤ ³³ [end]
[start] Zhoucheng w e ⁴² [end]	[start] Zhoucheng v e ⁴² [end]
[start] Zhoucheng t ɯ ²¹ [end]	[start] Zhoucheng tɕ i ³¹ [end]
[start] Zhoucheng kʲ ɛ ⁴² [end]	[start] Zhoucheng kʲ ɛ ³² [end]
[start] Zhoucheng kʲ ɛ ⁴² [end]	[start] Zhoucheng kʲ ɛ ³² [end]
[start] Zhoucheng j o ⁴⁴ [end]	[start] Zhoucheng j o ⁴⁴ [end]
[start] Zhoucheng tɕʰ ɛ ⁵⁵ [end]	[start] Zhoucheng tɕʰ ɛ ⁵⁵ [end]
[start] Zhoucheng ŋ a ⁴⁴ [end]	[start] Zhoucheng ŋ a ⁴⁴ [end]
[start] Zhoucheng pʰ ɯ ⁵⁵ [end]	[start] Zhoucheng pʰ ɯ ⁵⁵ [end]
[start] Zhoucheng p o ⁴⁴ [end]	[start] Zhoucheng p o ⁴⁴ [end]
[start] Zhoucheng kʰ w a ⁴⁴ [end]	[start] Zhoucheng kʰ w a ⁴⁴ [end]
[start] Zhoucheng ts ɿ ⁴² [end]	[start] Zhoucheng ts ɿ ⁴² [end]
[start] Zhoucheng tɕ i ³³ [end]	[start] Zhoucheng kʲ i ³³ [end]
[start] Zhoucheng t a ³² [end]	[start] Zhoucheng t a ⁴² [end]
[start] ChorbatBalti g o [end]	[start] ChorbatBalti g o o [end]
[start] ChorbatBalti ɾ g o d o ŋ [end]	[start] ChorbatBalti ɾ d o ŋ [end]
[start] ChorbatBalti m ɪ k [end]	[start] ChorbatBalti m i k [end]
[start] ChorbatBalti s̪ n̪ ɑ [end]	[start] ChorbatBalti s̪ n̪ ɑ [end]
[start] ChorbatBalti s̪ n̪ ɜ m s̪ [end]	[start] ChorbatBalti s̪ n̪ ɜ m s̪ u l [end]
[start] ChorbatBalti s̪ o [end]	[start] ChorbatBalti s̪ o [end]
[start] ChorbatBalti l̪ tɕ e [end]	[start] ChorbatBalti l̪ tɕ e [end]
[start] ChorbatBalti b r̪ ɜ ŋ [end]	[start] ChorbatBalti b r̪ ɜ ŋ [end]
[start] ChorbatBalti l̪ t̪ β̞ ɑ [end]	[start] ChorbatBalti l̪ t̪ β̞ ɑ [end]
[start] ChorbatBalti p ɜ q p ɑ [end]	[start] ChorbatBalti p l ɜ q p ɜ [end]
[start] ChorbatBalti l ɜ x tʰ ɪ l [end]	[start] ChorbatBalti l ɜ q tʰ ɪ l [end]
[start] ChorbatBalti k ɜ ŋ m ɑ [end]	[start] ChorbatBalti k ɜ ŋ m ɜ [end]
[start] ChorbatBalti b ɜ x s̪ p ɜ [end]	[start] ChorbatBalti b ɜ k s̪ p ɜ [end]
[start] ChorbatBalti ɾ u s̪ p ɑ [end]	[start] ChorbatBalti ɾ u s̪ p ɜ [end]
[start] ChorbatBalti s̪ n̪ i ŋ [end]	[start] ChorbatBalti s̪ n̪ i ŋ [end]
[start] ChorbatBalti ʈʂ ɜ q [end]	[start] ChorbatBalti kʰ r̪ ɜ q [end]
[start] ChorbatBalti tɕ i n̪ [end]	[start] ChorbatBalti l̪ tɕ i n̪ [end]
[start] ChorbatBalti k ɜ k p ɑ [end]	[start] ChorbatBalti l̪ kʲ ɜ k p ɜ [end]
[start] ChorbatBalti n̪ ɜ ŋ [end]	[start] ChorbatBalti n̪ ɜ ŋ [end]
[start] ChorbatBalti z̪ g o [end]	[start] ChorbatBalti z̪ g o [end]
[start] ChorbatBalti ɕ i ŋ [end]	[start] ChorbatBalti ɕ i ŋ [end]
[start] ChorbatBalti l̪ ɜ x m ɑ [end]	[start] ChorbatBalti [UNK] ɜ x m ɜ [end]
[start] ChorbatBalti b u [end]	[start] ChorbatBalti b u [end]
[start] ChorbatBalti h ɜ tʰ o q ɑ [end]	[start] ChorbatBalti h ɜ tʰ o ɽ ɑ [end]
[start] ChorbatBalti s̪ t̪ ɜ r̪ e [end]	[start] ChorbatBalti s̪ t̪ ɜ r̪ e [end]
[start] KhapaluBalti g o [end]	[start] KhapaluBalti g o o [end]
[start] KhapaluBalti ʊ ɣ d o ŋ [end]	[start] KhapaluBalti ɣ ɜ d o ŋ [end]
[start] KhapaluBalti m ɪ k [end]	[start] KhapaluBalti m ɪ k [end]
[start] KhapaluBalti s̪ n̪ ɑ [end]	[start] KhapaluBalti s̪ n̪ ɑ [end]
[start] KhapaluBalti s̪ n̪ ɜ m s̪ [end]	[start] KhapaluBalti n̪ ɜ m s̪ u l [end]
[start] KhapaluBalti s̪ o [end]	[start] KhapaluBalti s̪ o [end]
