Predicted	Actual
[start] DujiangEasternSandong h aː k ¹ [end]	[start] DujiangEasternSandong h aː k ¹ [end]
[start] DujiangEasternSandong ɣ o ¹ [end]	[start] DujiangEasternSandong ɣ o ¹ [end]
[start] DujiangEasternSandong t ai ¹ [end]	[start] DujiangEasternSandong t ai ¹ [end]
[start] DujiangEasternSandong pʰ j aː m ¹ [end]	[start] DujiangEasternSandong pʰ j aː m ¹ [end]
[start] DujiangEasternSandong l aː m ¹ [end]	[start] DujiangEasternSandong l aː m ¹ [end]
[start] DujiangEasternSandong ȶ i t ¹ [end]	[start] DujiangEasternSandong ȶ i t ¹ [end]
[start] DujiangEasternSandong ˀn u k ¹ [end]	[start] DujiangEasternSandong ˀn u k ¹ [end]
[start] DujiangEasternSandong ts j e n ¹ [end]	[start] DujiangEasternSandong ȶ j e n ¹ [end]
[start] DujiangEasternSandong ˀȵ i t ¹ [end]	[start] DujiangEasternSandong ˀȵ i t ¹ [end]
[start] DujiangEasternSandong ⁿd j a m ¹ [end]	[start] DujiangEasternSandong ⁿd j a m ¹ [end]
[start] DujiangEasternSandong pʰ a ¹ [end]	[start] DujiangEasternSandong pʰ a ¹ [end]
[start] DujiangEasternSandong ŋ aː n ¹ [end]	[start] DujiangEasternSandong ŋ aː n ¹ [end]
[start] DujiangEasternSandong ʔ j aː k ¹ [end]	[start] DujiangEasternSandong ʔ j aː k ¹ [end]
[start] DujiangEasternSandong t i k ¹ [end]	[start] DujiangEasternSandong t i k ¹ [end]
[start] DujiangEasternSandong qʰ a n ¹ [end]	[start] DujiangEasternSandong qʰ a n ¹ [end]
[start] DujiangEasternSandong ȵ a k ¹ [end]	[start] DujiangEasternSandong ɣ a k ¹ [end]
[start] DujiangEasternSandong l aːu ¹ [end]	[start] DujiangEasternSandong l aːu ¹ [end]
[start] DujiangEasternSandong pʰ j ai ¹ [end]	[start] DujiangEasternSandong pʰ j ai ¹ [end]
[start] DujiangEasternSandong q o m ¹ [end]	[start] DujiangEasternSandong q o m ¹ [end]
[start] DujiangEasternSandong t i ¹ [end]	[start] DujiangEasternSandong t i ¹ [end]
[start] DujiangEasternSandong t j a ŋ ¹ [end]	[start] DujiangEasternSandong t j a ŋ ¹ [end]
[start] DujiangEasternSandong ˀn a m ¹ [end]	[start] DujiangEasternSandong ˀn a m ¹ [end]
[start] DujiangEasternSandong f a ¹ [end]	[start] DujiangEasternSandong f a ¹ [end]
[start] DujiangEasternSandong ȵ i ¹ [end]	[start] DujiangEasternSandong ȵ i ¹ [end]
[start] DujiangEasternSandong ˀd o ŋ ¹ [end]	[start] DujiangEasternSandong ⁿd o ŋ ¹ [end]
[start] DujiangEasternSandong p u p ¹ [end]	[start] DujiangEasternSandong p u p ¹ [end]
[start] DujiangEasternSandong k a ŋ ¹ [end]	[start] DujiangEasternSandong k a ŋ ¹ [end]
[start] DujiangEasternSandong z ui ¹ [end]	[start] DujiangEasternSandong z ui ¹ [end]
[start] DujiangEasternSandong t o ¹ [end]	[start] DujiangEasternSandong t o ¹ [end]
[start] DujiangEasternSandong f a k ¹ [end]	[start] DujiangEasternSandong f a k ¹ [end]
[start] DujiangEasternSandong f a ¹ [end]	[start] DujiangEasternSandong f a ¹ [end]
[start] DujiangEasternSandong qʰ ui ¹ [end]	[start] DujiangEasternSandong qʰ ui ¹ [end]
[start] DujiangEasternSandong s i m ¹ [end]	[start] DujiangEasternSandong ɕ i m ¹ [end]
[start] DujiangEasternSandong p aː k ¹ [end]	[start] DujiangEasternSandong p aː k ¹ [end]
[start] DujiangEasternSandong t e ¹ [end]	[start] DujiangEasternSandong t e ¹ [end]
[start] DujiangEasternSandong q u ¹ [end]	[start] DujiangEasternSandong q u ¹ [end]
[start] DujiangEasternSandong l aːi ¹ [end]	[start] DujiangEasternSandong l aːi ¹ [end]
[start] DujiangEasternSandong h aːi ¹ [end]	[start] DujiangEasternSandong h aːi ¹ [end]
[start] DujiangEasternSandong ⁿd w a ¹ [end]	[start] DujiangEasternSandong ⁿd w a ¹ [end]
[start] DujiangEasternSandong l j e m ¹ [end]	[start] DujiangEasternSandong l j e m ¹ [end]
[start] DujiangEasternSandong ⁿb i n ¹ [end]	[start] DujiangEasternSandong ⁿb i n ¹ [end]
[start] DujiangEasternSandong t j e m ¹ [end]	[start] DujiangEasternSandong t j e m ¹ [end]
[start] DujiangEasternSandong kʰ u ŋ ¹ [end]	[start] DujiangEasternSandong kʰ u ŋ ¹ [end]
[start] DujiangEasternSandong h u m ¹ [end]	[start] DujiangEasternSandong h u m ¹ [end]
[start] DujiangEasternSandong m ai ¹ [end]	[start] DujiangEasternSandong m ai ¹ [end]
[start] DujiangEasternSandong m aː ŋ ¹ [end]	[start] DujiangEasternSandong m aː ŋ ¹ [end]
[start] DujiangEasternSandong l aː k ¹ [end]	[start] DujiangEasternSandong l aː k ¹ [end]
[start] DujiangEasternSandong l aː k ¹ [end]	[start] DujiangEasternSandong l aː k ¹ [end]
[start] DujiangEasternSandong l aː k ¹ [end]	[start] DujiangEasternSandong l aː k ¹ [end]
[start] DujiangEasternSandong ȶ j e ¹ [end]	[start] DujiangEasternSandong ȶ e ¹ [end]
[start] DujiangEasternSandong tʰ au ¹ [end]	[start] DujiangEasternSandong tʰ au ¹ [end]
[start] DujiangEasternSandong h ui ¹ [end]	[start] DujiangEasternSandong h ui ¹ [end]
[start] DujiangEasternSandong tʰ aːu ¹ [end]	[start] DujiangEasternSandong tʰ aːu ¹ [end]
[start] DujiangEasternSandong h i p ¹ [end]	[start] DujiangEasternSandong h i p ¹ [end]
[start] DujiangEasternSandong ȶ e t ¹ [end]	[start] DujiangEasternSandong ȶ e t ¹ [end]
[start] DujiangEasternSandong tʰ j a k ¹ [end]	[start] DujiangEasternSandong tʰ j a k ¹ [end]
[start] DujiangEasternSandong ʔ au ¹ [end]	[start] DujiangEasternSandong ʔ j au ¹ [end]
[start] DujiangEasternSandong ȶ a ¹ [end]	[start] DujiangEasternSandong ȶ a ¹ [end]
[start] DujiangEasternSandong m a ŋ ¹ [end]	[start] DujiangEasternSandong m a ŋ ¹ [end]
[start] DujiangEasternSandong ts a m ¹ [end]	[start] DujiangEasternSandong ts a m ¹ [end]
[start] DujiangEasternSandong s a ¹ [end]	[start] DujiangEasternSandong s a ¹ [end]
[start] DujiangEasternSandong ˀn a ŋ ¹ [end]	[start] DujiangEasternSandong ˀn a ŋ ¹ [end]
[start] DujiangEasternSandong ȵ a ¹ [end]	[start] DujiangEasternSandong ȵ a ¹ [end]
[start] DujiangEasternSandong m a n ¹ [end]	[start] DujiangEasternSandong m a n ¹ [end]
[start] DujiangEasternSandong m a n ¹ [end]	[start] DujiangEasternSandong m a n ¹ [end]
[start] DujiangEasternSandong ts a ¹ [end]	[start] DujiangEasternSandong ts a ¹ [end]
[start] DujiangEasternSandong n i ¹ [end]	[start] DujiangEasternSandong n i ¹ [end]
[start] DujiangEasternSandong m aː ŋ ¹ [end]	[start] DujiangEasternSandong m aː ŋ ¹ [end]
[start] DujiangEasternSandong t i ¹ [end]	[start] DujiangEasternSandong t i ¹ [end]
[start] DujiangEasternSandong ȶ o t ¹ [end]	[start] DujiangEasternSandong ȶ o t ¹ [end]
[start] DujiangEasternSandong ⁿb i ŋ ¹ [end]	[start] DujiangEasternSandong ⁿb i ŋ ¹ [end]
[start] DujiangEasternSandong ⁿd u ¹ [end]	[start] DujiangEasternSandong ⁿd u ¹ [end]
[start] DujiangEasternSandong ɣ aː ŋ ¹ [end]	[start] DujiangEasternSandong ɣ aː ŋ ¹ [end]
[start] DujiangEasternSandong p aː k ¹ [end]	[start] DujiangEasternSandong p aː k ¹ [end]
[start] DujiangEasternSandong h aː n ¹ [end]	[start] DujiangEasternSandong h aː n ¹ [end]
[start] DujiangEasternSandong ɕ u ¹ [end]	[start] DujiangEasternSandong h j u ¹ [end]
[start] DujiangEasternSandong h a t ¹ [end]	[start] DujiangEasternSandong h ə t ¹ [end]
[start] DujiangEasternSandong ˀd j u p ¹ [end]	[start] DujiangEasternSandong ⁿd j u p ¹ [end]
[start] DujiangEasternSandong q o ¹ [end]	[start] DujiangEasternSandong q u ¹ [end]
[start] DujiangEasternSandong ˀd j ai ¹ [end]	[start] DujiangEasternSandong ⁿd j ai ¹ [end]
[start] DujiangEasternSandong ɣ aː ŋ ¹ [end]	[start] DujiangEasternSandong ɣ aː ŋ ¹ [end]
[start] DujiangEasternSandong ˀd aːi ¹ [end]	[start] DujiangEasternSandong ⁿd aːi ¹ [end]
[start] DujiangEasternSandong ts j u p ¹ [end]	[start] DujiangEasternSandong ts u p ¹ [end]
[start] DujiangEasternSandong ˀȵ a ¹ [end]	[start] DujiangEasternSandong ˀȵ a ¹ [end]
[start] DujiangEasternSandong ⁿd e ¹ [end]	[start] DujiangEasternSandong ⁿd e ¹ [end]
[start] DujiangEasternSandong ˀd j a ¹ [end]	[start] DujiangEasternSandong ⁿd j a ¹ [end]
[start] DujiangEasternSandong ȵ aː ŋ ¹ [end]	[start] DujiangEasternSandong ȵ aː ŋ ¹ [end]
[start] DujiangEasternSandong l j aː n ¹ [end]	[start] DujiangEasternSandong l j aː n ¹ [end]
[start] DujiangEasternSandong ŋ w aː ŋ ¹ [end]	[start] DujiangEasternSandong ŋ w aː ŋ ¹ [end]
[start] DujiangEasternSandong ˀd a ¹ [end]	[start] DujiangEasternSandong d w a ¹ [end]
[start] DujiangEasternSandong m i t ¹ [end]	[start] DujiangEasternSandong m i t ¹ [end]
[start] DujiangEasternSandong f u ¹ [end]	[start] DujiangEasternSandong v u ¹ [end]
[start] DujiangEasternSandong h ə n ¹ [end]	[start] DujiangEasternSandong h ə n ¹ [end]
[start] DujiangEasternSandong f aː ŋ ¹ [end]	[start] DujiangEasternSandong f aː ŋ ¹ [end]
[start] DujiangEasternSandong n i ¹ [end]	[start] DujiangEasternSandong n i ¹ [end]
[start] DujiangEasternSandong ⁿb j aː k ¹ [end]	[start] DujiangEasternSandong ⁿb j aː k ¹ [end]
[start] DujiangEasternSandong f aːi ¹ [end]	[start] DujiangEasternSandong f aːi ¹ [end]
[start] DujiangEasternSandong f e ¹ [end]	[start] DujiangEasternSandong f e ¹ [end]
[start] DujiangEasternSandong z u ŋ ¹ [end]	[start] DujiangEasternSandong z u ŋ ¹ [end]
[start] DujiangEasternSandong s a ¹ [end]	[start] DujiangEasternSandong s a ¹ [end]
[start] DujiangEasternSandong v ə t ¹ [end]	[start] DujiangEasternSandong v ə t ¹ [end]
[start] DujiangEasternSandong q au ¹ [end]	[start] DujiangEasternSandong q au ¹ [end]
[start] DujiangEasternSandong ⁿd o ¹ [end]	[start] DujiangEasternSandong ⁿd o ¹ [end]
[start] DujiangEasternSandong ⁿd a m ¹ [end]	[start] DujiangEasternSandong ⁿd a m ¹ [end]
[start] DujiangEasternSandong j u ¹ [end]	[start] DujiangEasternSandong j u ¹ [end]
[start] DujiangEasternSandong ˀd i n ¹ [end]	[start] DujiangEasternSandong l i n ¹ [end]
[start] DujiangEasternSandong p j aː k ¹ [end]	[start] DujiangEasternSandong p j aː k ¹ [end]
[start] DujiangEasternSandong ʁ aːi ¹ [end]	[start] DujiangEasternSandong ʁ aːi ¹ [end]
[start] DujiangEasternSandong ʔ ai ¹ [end]	[start] DujiangEasternSandong ʔ ai ¹ [end]
[start] DujiangEasternSandong ⁿd j o ŋ ¹ [end]	[start] DujiangEasternSandong ⁿd j o ŋ ¹ [end]
[start] DujiangEasternSandong l i ŋ ¹ [end]	[start] DujiangEasternSandong l i ŋ ¹ [end]
[start] DujiangEasternSandong f e ¹ [end]	[start] DujiangEasternSandong f e ¹ [end]
[start] DujiangEasternSandong ˀd j a ¹ [end]	[start] DujiangEasternSandong ⁿd j a ¹ [end]
[start] DujiangEasternSandong ˀn a ŋ ¹ [end]	[start] DujiangEasternSandong ˀn a ŋ ¹ [end]
[start] DujiangEasternSandong ɕ ə n ¹ [end]	[start] DujiangEasternSandong ɕ ə n ¹ [end]
[start] DujiangEasternSandong p i ¹ [end]	[start] DujiangEasternSandong p i ¹ [end]
[start] DujiangEasternSandong f aː n ¹ [end]	[start] DujiangEasternSandong f aː n ¹ [end]
[start] DujiangEasternSandong m̥ j aː n ¹ [end]	[start] DujiangEasternSandong m̥ j aː n ¹ [end]
[start] DujiangEasternSandong l j eu ¹ [end]	[start] DujiangEasternSandong l j aːu ¹ [end]
[start] DujiangEasternSandong ˀd j a k ¹ [end]	[start] DujiangEasternSandong ⁿd j a k ¹ [end]
[start] DujiangEasternSandong q u m ¹ [end]	[start] DujiangEasternSandong q a m ¹ [end]
[start] DujiangEasternSandong s aː n ¹ [end]	[start] DujiangEasternSandong s aː n ¹ [end]
[start] DujiangEasternSandong n̥ o ¹ [end]	[start] DujiangEasternSandong n̥ o ¹ [end]
[start] DujiangEasternSandong t i n ¹ [end]	[start] DujiangEasternSandong t i n ¹ [end]
[start] DujiangEasternSandong t e ¹ [end]	[start] DujiangEasternSandong t e ¹ [end]
[start] DujiangEasternSandong j aːu ¹ [end]	[start] DujiangEasternSandong j aːu ¹ [end]
[start] DujiangEasternSandong p i ¹ [end]	[start] DujiangEasternSandong p i ¹ [end]
[start] DujiangEasternSandong l a m ¹ [end]	[start] DujiangEasternSandong l a m ¹ [end]
[start] DujiangEasternSandong p o ¹ [end]	[start] DujiangEasternSandong p o ¹ [end]
[start] DujiangEasternSandong l aːi ¹ [end]	[start] DujiangEasternSandong l aːi ¹ [end]
[start] DujiangEasternSandong n̥ o ¹ [end]	[start] DujiangEasternSandong n̥ o ¹ [end]
[start] DujiangEasternSandong n ui ¹ [end]	[start] DujiangEasternSandong n ui ¹ [end]
[start] DujiangEasternSandong ʔ ẽ ¹ [end]	[start] DujiangEasternSandong ʔ ẽ ¹ [end]
[start] DujiangEasternSandong p aːu ¹ [end]	[start] DujiangEasternSandong p aːu ¹ [end]
[start] DujiangEasternSandong v j a n ¹ [end]	[start] DujiangEasternSandong v j a n ¹ [end]
[start] DujiangEasternSandong m j a ¹ [end]	[start] DujiangEasternSandong m j a ¹ [end]
[start] DujiangEasternSandong h aːi ¹ [end]	[start] DujiangEasternSandong h aːi ¹ [end]
[start] DujiangEasternSandong p a ¹ [end]	[start] DujiangEasternSandong p a ¹ [end]
[start] DujiangEasternSandong p i ¹ [end]	[start] DujiangEasternSandong p i ¹ [end]
[start] DujiangEasternSandong n̥ j a ¹ [end]	[start] DujiangEasternSandong n̥ j a ¹ [end]
[start] DujiangEasternSandong q e ¹ [end]	[start] DujiangEasternSandong q e ¹ [end]
[start] DujiangEasternSandong ts e ŋ ¹ [end]	[start] DujiangEasternSandong ts e ŋ ¹ [end]
[start] DujiangEasternSandong ʔ au ¹ [end]	[start] DujiangEasternSandong ʔ au ¹ [end]
[start] DujiangEasternSandong h i ¹ [end]	[start] DujiangEasternSandong h i ¹ [end]
[start] DujiangEasternSandong l o ¹ [end]	[start] DujiangEasternSandong l w a ¹ [end]
[start] DujiangEasternSandong ⁿd e ¹ [end]	[start] DujiangEasternSandong ɣ e ¹ [end]
[start] DujiangEasternSandong h aː n ¹ [end]	[start] DujiangEasternSandong h aː n ¹ [end]
[start] DujiangEasternSandong p e ¹ [end]	[start] DujiangEasternSandong p e ¹ [end]
[start] DujiangEasternSandong ʔ j aː m ¹ [end]	[start] DujiangEasternSandong ʔ j aː m ¹ [end]
[start] DujiangEasternSandong h aː t ¹ [end]	[start] DujiangEasternSandong h aː t ¹ [end]
[start] DujiangEasternSandong t aː p ¹ [end]	[start] DujiangEasternSandong t aː p ¹ [end]
[start] DujiangEasternSandong ʔ a n ¹ [end]	[start] DujiangEasternSandong ʔ a n ¹ [end]
[start] DujiangEasternSandong f j aː m ¹ [end]	[start] DujiangEasternSandong f j aː m ¹ [end]
[start] DujiangEasternSandong s i t ¹ [end]	[start] DujiangEasternSandong ɕ i t ¹ [end]
[start] DujiangEasternSandong s aːu ¹ [end]	[start] DujiangEasternSandong s aːu ¹ [end]
[start] DujiangEasternSandong m̥ a ¹ [end]	[start] DujiangEasternSandong m̥ a ¹ [end]
[start] DujiangEasternSandong q oi ¹ [end]	[start] DujiangEasternSandong k oi ¹ [end]
[start] DujiangEasternSandong k u n ¹ [end]	[start] DujiangEasternSandong k u n ¹ [end]
[start] DujiangEasternSandong ⁿd j ə ŋ ¹ [end]	[start] DujiangEasternSandong ⁿd j ə ŋ ¹ [end]
[start] DujiangEasternSandong ˀn j a p ¹ [end]	[start] DujiangEasternSandong ˀn j a p ¹ [end]
[start] DujiangEasternSandong t au ¹ [end]	[start] DujiangEasternSandong t au ¹ [end]
[start] DujiangEasternSandong f u ¹ [end]	[start] DujiangEasternSandong f u ¹ [end]
[start] DujiangEasternSandong h j e ŋ ¹ [end]	[start] DujiangEasternSandong h j e ŋ ¹ [end]
[start] DujiangEasternSandong ɕ ə n ¹ [end]	[start] DujiangEasternSandong h j ə n ¹ [end]
[start] DujiangEasternSandong ⁿd aː k ¹ [end]	[start] DujiangEasternSandong ɣ aː k ¹ [end]
[start] DujiangEasternSandong p au ¹ [end]	[start] DujiangEasternSandong p au ¹ [end]
[start] DujiangEasternSandong q u p ¹ [end]	[start] DujiangEasternSandong q u p ¹ [end]
[start] DujiangEasternSandong ˀd j a n ¹ [end]	[start] DujiangEasternSandong ⁿd j ə n ¹ [end]
[start] DujiangEasternSandong q a m ¹ [end]	[start] DujiangEasternSandong q a m ¹ [end]
[start] DujiangEasternSandong h aːu ¹ [end]	[start] DujiangEasternSandong h aːu ¹ [end]
[start] DujiangEasternSandong q e ŋ ¹ [end]	[start] DujiangEasternSandong q e ŋ ¹ [end]
[start] DujiangEasternSandong j j u ¹ [end]	[start] DujiangEasternSandong j j u ¹ [end]
[start] DujiangEasternSandong j u t ¹ [end]	[start] DujiangEasternSandong j uː t ¹ [end]
[start] DujiangEasternSandong ɣ ui ¹ [end]	[start] DujiangEasternSandong ɣ ui ¹ [end]
[start] DujiangEasternSandong n̥ ai ¹ [end]	[start] DujiangEasternSandong n̥ ai ¹ [end]
[start] DujiangEasternSandong l j u ¹ [end]	[start] DujiangEasternSandong l j u ¹ [end]
[start] DujiangEasternSandong n̥ j a p ¹ [end]	[start] DujiangEasternSandong n̥ j a p ¹ [end]
[start] DujiangEasternSandong p ai ¹ [end]	[start] DujiangEasternSandong p ai ¹ [end]
[start] DujiangEasternSandong pʰ j a ¹ [end]	[start] DujiangEasternSandong pʰ j a ¹ [end]
[start] DujiangEasternSandong s j e t ¹ [end]	[start] DujiangEasternSandong s j ə t ¹ [end]
[start] DujiangEasternSandong t o m ¹ [end]	[start] DujiangEasternSandong t o m ¹ [end]
[start] DujiangEasternSandong ˀd aː ŋ ¹ [end]	[start] DujiangEasternSandong ⁿd aː ŋ ¹ [end]
[start] DujiangEasternSandong l u ¹ [end]	[start] DujiangEasternSandong l u ¹ [end]
[start] DujiangEasternSandong pʰ a ¹ [end]	[start] DujiangEasternSandong pʰ a ¹ [end]
[start] JiaoliPandong z ə t ¹ [end]	[start] JiaoliPandong z ə t ¹ [end]
[start] JiaoliPandong v ə n ¹ [end]	[start] JiaoliPandong ⁿb ə n ¹ [end]
[start] JiaoliPandong m u n ¹ [end]	[start] JiaoliPandong m o n ¹ [end]
[start] JiaoliPandong f j ə n ¹ [end]	[start] JiaoliPandong f ə n ¹ [end]
[start] JiaoliPandong ˀd aː p ¹ [end]	[start] JiaoliPandong l aː t ¹ [end]
[start] JiaoliPandong ⁿb e ¹ [end]	[start] JiaoliPandong ⁿb e ¹ [end]
[start] JiaoliPandong n j e n ¹ [end]	[start] JiaoliPandong n i n ¹ [end]
[start] JiaoliPandong v a n ¹ [end]	[start] JiaoliPandong v a n ¹ [end]
[start] JiaoliPandong ɕ j ə t ¹ [end]	[start] JiaoliPandong ɕ a t ¹ [end]
[start] JiaoliPandong v a n ¹ [end]	[start] JiaoliPandong v a n ¹ [end]
[start] JiaoliPandong ȵ u ¹ [end]	[start] JiaoliPandong ȵ u ¹ [end]
[start] JiaoliPandong v a n ¹ [end]	[start] JiaoliPandong v a n ¹ [end]
[start] JiaoliPandong k w a n ¹ [end]	[start] JiaoliPandong k u n ¹ [end]
[start] JiaoliPandong ʔ j e n ¹ [end]	[start] JiaoliPandong j i n ¹ [end]
[start] JiaoliPandong n a m ¹ [end]	[start] JiaoliPandong n a m ¹ [end]
[start] JiaoliPandong pʰ j u ŋ ¹ [end]	[start] JiaoliPandong pʰ j u ŋ ¹ [end]
[start] JiaoliPandong k ui ¹ [end]	[start] JiaoliPandong k ui ¹ [end]
[start] JiaoliPandong ⁿd a m ¹ [end]	[start] JiaoliPandong ⁿd a m ¹ [end]
[start] JiaoliPandong h u m ¹ [end]	[start] JiaoliPandong h u m ¹ [end]
[start] JiaoliPandong t i ¹ [end]	[start] JiaoliPandong t i ¹ [end]
[start] JiaoliPandong ɕ j ə t ¹ [end]	[start] JiaoliPandong h j a t ¹ [end]
[start] JiaoliPandong q aː m ¹ [end]	[start] JiaoliPandong q aː m ¹ [end]
[start] JiaoliPandong m ai ¹ [end]	[start] JiaoliPandong m ai ¹ [end]
[start] JiaoliPandong ⁿd j ə t ¹ [end]	[start] JiaoliPandong ⁿd j a t ¹ [end]
[start] JiaoliPandong f aː k ¹ [end]	[start] JiaoliPandong f aː k ¹ [end]
[start] JiaoliPandong ⁿd u n ¹ [end]	[start] JiaoliPandong ⁿd w ə n ¹ [end]
[start] JiaoliPandong ts i ŋ ¹ [end]	[start] JiaoliPandong ts ə ŋ ¹ [end]
[start] JiaoliPandong m ai ¹ [end]	[start] JiaoliPandong m ai ¹ [end]
[start] JiaoliPandong v a ¹ [end]	[start] JiaoliPandong v a ¹ [end]
[start] JiaoliPandong n u k ¹ [end]	[start] JiaoliPandong n o k ¹ [end]
[start] JiaoliPandong ɣ ai ¹ [end]	[start] JiaoliPandong ɣ ai ¹ [end]
[start] JiaoliPandong ʔ au ¹ [end]	[start] JiaoliPandong ʔ au ¹ [end]
[start] JiaoliPandong ʔ au ¹ [end]	[start] JiaoliPandong ʔ au ¹ [end]
[start] JiaoliPandong ʔ au ¹ [end]	[start] JiaoliPandong ʔ au ¹ [end]
[start] JiaoliPandong h j ə ŋ ¹ [end]	[start] JiaoliPandong f j ə ŋ ¹ [end]
[start] JiaoliPandong h i ¹ [end]	[start] JiaoliPandong h i ¹ [end]
[start] JiaoliPandong ⁿd a ¹ [end]	[start] JiaoliPandong ɣ a ¹ [end]
[start] JiaoliPandong ⁿd aːi ¹ [end]	[start] JiaoliPandong ⁿd aːi ¹ [end]
[start] JiaoliPandong ⁿb j ə ŋ ¹ [end]	[start] JiaoliPandong m j a ŋ ¹ [end]
[start] JiaoliPandong f a ¹ [end]	[start] JiaoliPandong f w ə ¹ [end]
[start] JiaoliPandong v aː ŋ ¹ [end]	[start] JiaoliPandong v aː ŋ ¹ [end]
