Predicted	Actual
[start] cojubim [end]	[start] cojubim u m e [end]
[start] cojubim r a t [end]	[start] cojubim a t [end]
[start] cojubim r a n [end]	[start] cojubim a r i [end]
[start] cojubim t o k o t [end]	[start] cojubim t o k [end]
[start] cojubim r u r e [end]	[start] cojubim u r [end]
[start] cojubim r a p a r a s i [end]	[start] cojubim t i p a n [end]
[start] cojubim r a t a t [end]	[start] cojubim a t a w [end]
[start] cojubim k a w [end]	[start] cojubim k a w ʔ [end]
[start] cojubim k o m [end]	[start] cojubim k o m [end]
[start] cojubim p i p o n [end]	[start] cojubim p i k u n [end]
[start] cojubim n w i n [end]	[start] cojubim a w i n [end]
[start] cojubim tʃ a p [end]	[start] cojubim i tʃ e [end]
[start] cojubim w a t a [end]	[start] cojubim w a z a [end]
[start] cojubim r u m [end]	[start] cojubim u m [end]
[start] cojubim r w i ʔ [end]	[start] cojubim i w [end]
[start] cojubim p a n a [end]	[start] cojubim p a n a [end]
[start] cojubim t u m i t [end]	[start] cojubim t u n a [end]
[start] cojubim p a k o t [end]	[start] cojubim p o k [end]
[start] cojubim t u m i t [end]	[start] cojubim t o k u [end]
[start] cojubim p a n a w [end]	[start] cojubim p a n a w o ʔ [end]
[start] cojubim p i p o [end]	[start] cojubim p i [end]
[start] cojubim n a m a k [end]	[start] cojubim n a m a k a n [end]
[start] cojubim p i n d n [end]	[start] cojubim i s i m [end]
[start] cojubim u w i [end]	[start] cojubim u w e ʔ [end]
[start] cojubim t a m [end]	[start] cojubim m a p u m [end]
[start] cojubim r a p i [end]	[start] cojubim u p e k [end]
[start] cojubim k a p a k [end]	[start] cojubim k a p a j a k [end]
[start] cojubim t o k [end]	[start] cojubim t o k [end]
[start] cojubim t r i k [end]	[start] cojubim k i r i k [end]
[start] cojubim y p [end]	[start] cojubim u p i n [end]
[start] cojubim p a p a [end]	[start] cojubim p a ʔ [end]
[start] cojubim m i n [end]	[start] cojubim m i ʔ [end]
[start] cojubim t o [end]	[start] cojubim t o w a ʔ [end]
[start] cojubim r a k a w [end]	[start] cojubim k a r a k a w [end]
[start] cojubim t a p a t [end]	[start] cojubim n i p a t [end]
[start] cojubim r o m e s i [end]	[start] cojubim k i r i m o n ʔ [end]
[start] cojubim r a m a t [end]	[start] cojubim p a t a m [end]
[start] cojubim r a t a t [end]	[start] cojubim k a t a t [end]
[start] cojubim r a w a n [end]	[start] cojubim tʃ a w a n [end]
[start] cojubim j a n [end]	[start] cojubim i n i n ʔ [end]
[start] cojubim i m i [end]	[start] cojubim i m i ʔ [end]
[start] cojubim t a k [end]	[start] cojubim t a ʔ [end]
[start] cojubim p e p e [end]	[start] cojubim p e [end]
[start] cojubim t a n a k o n [end]	[start] cojubim t a n [end]
[start] cojubim r a k o n [end]	[start] cojubim w a k o r a n [end]
[start] cojubim n a p a [end]	[start] cojubim i n a ʔ [end]
[start] cojubim t o k o w [end]	[start] cojubim t o k o w a n [end]
[start] cojubim p i w [end]	[start] cojubim p i w a n [end]
[start] cojubim m o k o n [end]	[start] cojubim m o k o n [end]
[start] cojubim t u k a t [end]	[start] cojubim t o k o z i m [end]
[start] cojubim k i w [end]	[start] cojubim k i w ʔ [end]
[start] cojubim w i [end]	[start] cojubim w e ʔ [end]
[start] cojubim t u t [end]	[start] cojubim t o t [end]
[start] cojubim t i m [end]	[start] cojubim t i t i m ʔ [end]
[start] cojubim p i n [end]	[start] cojubim i p a n [end]
[start] cojubim r a p o t [end]	[start] cojubim m a p i t o ʔ [end]
[start] cojubim i w i [end]	[start] cojubim i w i ʔ [end]
[start] cojubim w a n a [end]	[start] cojubim w a n a [end]
[start] cojubim tʃ i w [end]	[start] cojubim tʃ i w ʔ [end]
[start] cojubim r a w [end]	[start] cojubim i r a w i n [end]
[start] cojubim r p i ʔ [end]	[start] cojubim u p e j i [end]
[start] cojubim t a n [end]	[start] cojubim t a n [end]
[start] cojubim k a p [end]	[start] cojubim k i p u n [end]
[start] cojubim tʃ a k [end]	[start] cojubim tʃ a k [end]
[start] cojubim t r a m [end]	[start] cojubim t a s a m [end]
[start] cojubim r u r [end]	[start] cojubim p u r u [end]
[start] cojubim tʃ i m a k [end]	[start] cojubim t i m a k [end]
[start] cojubim k a w a t [end]	[start] cojubim k a w a z i ʔ [end]
[start] jaru t e [end]	[start] jaru e t e [end]
[start] jaru m e m e [end]	[start] jaru u m e [end]
[start] jaru a r a t [end]	[start] jaru r a s i [end]
[start] jaru a r a k o n [end]	[start] jaru r e j e n [end]
[start] jaru t o k o s i [end]	[start] jaru t e k i s i [end]
[start] jaru u r u s e [end]	[start] jaru j o l i s i [end]
[start] jaru t i p a s a s i [end]	[start] jaru t i p r a s i [end]
[start] jaru a r a w [end]	[start] jaru a r a w a s i [end]
[start] jaru k a w [end]	[start] jaru k a w [end]
[start] jaru k o m [end]	[start] jaru k o [end]
[start] jaru p e k o n [end]	[start] jaru p a k e n [end]
[start] jaru a w a n [end]	[start] jaru a w i [end]
[start] jaru i s e [end]	[start] jaru i s e [end]
[start] jaru p a n a [end]	[start] jaru p a n a [end]
[start] jaru t o p a s i [end]	[start] jaru t u p a r e s i [end]
[start] jaru w i h i s i [end]	[start] jaru w i t [end]
[start] jaru t o m e m e s i [end]	[start] jaru t i n j i [end]
[start] jaru j a h o s i [end]	[start] jaru i t i s i [end]
[start] jaru h o k o s i [end]	[start] jaru e k i s i [end]
[start] jaru t o m i s i [end]	[start] jaru t e m i s i [end]
[start] jaru p a n a w [end]	[start] jaru p a n a u [end]
[start] jaru p i j o [end]	[start] jaru u p i u [end]
[start] jaru m a k a m [end]	[start] jaru m a n a k a n [end]
[start] jaru p i s i m [end]	[start] jaru e t i m ʔ [end]
[start] jaru u w i [end]	[start] jaru u w e [end]
[start] jaru h h a m [end]	[start] jaru i h a m ʔ [end]
[start] jaru h a m a m [end]	[start] jaru a h o m i [end]
[start] jaru k a p a k a s a [end]	[start] jaru k a p i a k a s i [end]
[start] jaru j u h e n [end]	[start] jaru u p e j a m ʔ [end]
[start] jaru p a p [end]	[start] jaru p a [end]
[start] jaru t o h e [end]	[start] jaru t o a [end]
[start] jaru k a r a g a [end]	[start] jaru k r a k a o n [end]
[start] jaru t r a t a s i [end]	[start] jaru t r a i s i [end]
[start] jaru t o p a s a s i [end]	[start] jaru t u p a k a s i [end]
[start] jaru k a m a s a s i [end]	[start] jaru k a t i m a s i [end]
[start] jaru t o m e m e s i [end]	[start] jaru t o k o t e p a s i [end]
[start] jaru h o m e m i [end]	[start] jaru m e n e s i [end]
[start] jaru p a t a m a s a [end]	[start] jaru u p r a m a s i [end]
[start] jaru t r a w [end]	[start] jaru t r a w a n a s i [end]
[start] jaru j i n a [end]	[start] jaru i n j i n [end]
[start] jaru m i m i [end]	[start] jaru i m i [end]
[start] jaru t a [end]	[start] jaru t a [end]
[start] jaru h o m a m a [end]	[start] jaru o n j a n [end]
[start] jaru p i w [end]	[start] jaru p i w a n [end]
[start] jaru t o k o m i [end]	[start] jaru t o k e t e k i l i p a s i [end]
[start] jaru k a m a m a s a [end]	[start] jaru i k i m a s i [end]
[start] jaru w i [end]	[start] jaru w e [end]
[start] jaru t o t o [end]	[start] jaru t e t [end]
[start] jaru t i j e m i [end]	[start] jaru t r e m [end]
[start] jaru s o w [end]	[start] jaru s o i [end]
[start] jaru m i j a m i [end]	[start] jaru n a m a j e k u n [end]
[start] jaru i w i [end]	[start] jaru i w i [end]
[start] jaru r o p o t [end]	[start] jaru b u r e t e [end]
[start] jaru t o w a [end]	[start] jaru t o a [end]
[start] jaru r a m a m a n [end]	[start] jaru j a m i r i m a n [end]
[start] jaru k a m a m a [end]	[start] jaru k i t r a m a n [end]
[start] jaru w a n j a m j [end]	[start] jaru w a n j a n [end]
[start] jaru h p i m j [end]	[start] jaru o p i ã [end]
[start] jaru k o ŋ e m e s i [end]	[start] jaru i k e k r e n [end]
[start] jaru p i s o s o s i [end]	[start] jaru p i s i k i n i s i [end]
[start] kitemoka t e [end]	[start] kitemoka t a t i a [end]
[start] kitemoka m e m e [end]	[start] kitemoka h u m e [end]
[start] kitemoka a ʃ a s e [end]	[start] kitemoka t a r i tʃ e [end]
[start] kitemoka r a k o n [end]	[start] kitemoka t i r a n t i a [end]
[start] kitemoka t u k o s i [end]	[start] kitemoka k u tʃ i [end]
[start] kitemoka h u r e s i [end]	[start] kitemoka t u r u tʃ e [end]
[start] kitemoka t i p a ʃ a ʃ i [end]	[start] kitemoka tʃ e p a r a j u [end]
[start] kitemoka w a ʃ a s a [end]	[start] kitemoka t o t o j a tʃ e [end]
[start] kitemoka k a w [end]	[start] kitemoka k a w [end]
[start] kitemoka k o m [end]	[start] kitemoka a k o [end]
[start] kitemoka p i k o n [end]	[start] kitemoka p i k u i [end]
[start] kitemoka a w a n [end]	[start] kitemoka a w e n [end]
[start] kitemoka i s e [end]	[start] kitemoka i s e [end]
[start] kitemoka w a s a [end]	[start] kitemoka w a j a [end]
[start] kitemoka m i m [end]	[start] kitemoka a h u m [end]
[start] kitemoka a w i [end]	[start] kitemoka a h i h i [end]
[start] kitemoka t i p a ʃ i s i [end]	[start] kitemoka p a r i tʃ e [end]
[start] kitemoka w i ʃ i s i [end]	[start] kitemoka a w e i tʃ e [end]
[start] kitemoka t i m i s e [end]	[start] kitemoka tʃ u m i tʃ e [end]
[start] kitemoka i ɲ i s i [end]	[start] kitemoka i j a d i tʃ e [end]
[start] kitemoka h o k o s i [end]	[start] kitemoka k o h o tʃ i [end]
[start] kitemoka t u m a s i [end]	[start] kitemoka s i m i tʃ e [end]
[start] kitemoka p a n a w [end]	[start] kitemoka p n a t o [end]
[start] kitemoka p i j a [end]	[start] kitemoka p i l ʔ a h u [end]
[start] kitemoka m a m a k a [end]	[start] kitemoka e m a k a n [end]
[start] kitemoka p i s [end]	[start] kitemoka p a i t i n [end]
[start] kitemoka a r a k o n [end]	[start] kitemoka a r i k o [end]
[start] kitemoka v a r a t [end]	[start] kitemoka w a tʃ e [end]
[start] kitemoka h o m a [end]	[start] kitemoka i h a m [end]
[start] kitemoka p i ʃ i k o [end]	[start] kitemoka p a i tʃ e [end]
[start] kitemoka k a p a k a k a [end]	[start] kitemoka k a p i k a k a tʃ e [end]
[start] kitemoka t o k a [end]	[start] kitemoka k o t [end]
[start] kitemoka k i r i k e [end]	[start] kitemoka t i r i g [end]
[start] kitemoka m i k [end]	[start] kitemoka m e [end]
[start] kitemoka t i r a t i [end]	[start] kitemoka t a t i a t a tʃ e [end]
[start] kitemoka k a t i s a [end]	[start] kitemoka k a i m a tʃ e [end]
[start] kitemoka p i p a t i [end]	[start] kitemoka i p a t i [end]
[start] kitemoka t i m a k o n [end]	[start] kitemoka k i m o tʃ e [end]
[start] kitemoka m i n o t i [end]	[start] kitemoka w a e m e m i tʃ e [end]
[start] kitemoka t a k a w [end]	[start] kitemoka t u k a w a n [end]
[start] kitemoka m i [end]	[start] kitemoka o m i [end]
[start] kitemoka t u k e m i [end]	[start] kitemoka t u k a i v a tʃ e [end]
[start] kitemoka k i m a k e n [end]	[start] kitemoka k e m a t a k a m a [end]
[start] kitemoka v i p i t i [end]	[start] kitemoka p a p u i t i o [end]
[start] kitemoka m i ʃ i [end]	[start] kitemoka u m a j o [end]
[start] kitemoka t i m a k o [end]	[start] kitemoka tʃ e m a [end]
[start] more t i t a [end]	[start] more i t e [end]
[start] more m i m e [end]	[start] more u m e [end]
[start] more a r a t i [end]	[start] more a t [end]
[start] more a r a k o n [end]	[start] more a r i ʒ̟ a [end]
[start] more t u k o s i [end]	[start] more t o k [end]
[start] more i r i s i [end]	[start] more u ʒ̟ [end]
[start] more t i p a r a k o [end]	[start] more t i p a n [end]
[start] more a r a w [end]	[start] more a t a w [end]
[start] more k a w [end]	[start] more k a w [end]
[start] more k o m [end]	[start] more k o m [end]
[start] more p i k o n [end]	[start] more p i k u n [end]
[start] more a w i n [end]	[start] more a w i n [end]
[start] more i s e [end]	[start] more i tʃ e [end]
[start] more w a t a [end]	[start] more w a ʒ̟ a [end]
[start] more w i m [end]	[start] more m o m r a [end]
[start] more i w i [end]	[start] more i w [end]
[start] more p a n a [end]	[start] more p a n a [end]
[start] more t u p i ʃ i [end]	[start] more t o p a n [end]
[start] more w i r i k [end]	[start] more w y k [end]
[start] more t i m i [end]	[start] more t u n e ɲ [end]
[start] more i n a t i [end]	[start] more j a t [end]
[start] more p a k o w [end]	[start] more p o k [end]
[start] more t i m i [end]	[start] more t u k u [end]
[start] more p a n a w [end]	[start] more p a n a w o ʔ [end]
[start] more p i j o [end]	[start] more p i p i j o [end]
[start] more i m a k a n [end]	[start] more n a m a k a n [end]
[start] more i t i m i [end]	[start] more i s i m [end]
[start] more a r a k o n [end]	[start] more k o r a r i [end]
[start] more w a r a t [end]	[start] more w a t i ʔ [end]
[start] more i w i [end]	[start] more u w e ʔ [end]
[start] more i j a m [end]	[start] more m a p o m [end]
[start] more i n a k i [end]	[start] more u p w i k [end]
[start] more k a p a k [end]	[start] more k a p a j a k [end]
[start] more t o k a [end]	[start] more t o k [end]
[start] more k i r i k [end]	[start] more k i r i k [end]
[start] more y p o [end]	[start] more u p e n [end]
[start] more p a p a [end]	[start] more p a [end]
[start] more m i n [end]	[start] more m i [end]
[start] more t o w [end]	[start] more t o w a [end]
[start] more k a r a k o n [end]	[start] more k a r a k a w [end]
[start] more t u p a k [end]	[start] more t o p a k [end]
[start] more i n a p a t [end]	[start] more n i p a t [end]
[start] more t a m i k o n [end]	[start] more t i m [end]
[start] more i n o m i [end]	[start] more m u k u r i [end]
[start] more p a t a m a tʃ i [end]	[start] more p a t a m [end]
[start] more a r a t i [end]	[start] more k a t a t [end]
[start] more t r a w [end]	[start] more s a w a n [end]
[start] more i n a n [end]	[start] more i j i n [end]
[start] more i m i [end]	[start] more i m i [end]
[start] more t a k a t [end]	[start] more t a [end]
[start] more p i p e [end]	[start] more p w e [end]
[start] more t a n a k o n [end]	[start] more t a n [end]
[start] more a r a k a n [end]	[start] more p o k o r a n [end]
[start] more h w i [end]	[start] more j o m a [end]
[start] more n a p a [end]	[start] more i n a ʔ [end]
[start] more t u k a w [end]	[start] more t o k o w a n [end]
[start] more u m i [end]	[start] more u m i [end]
[start] more p i w [end]	[start] more p i w a n [end]
[start] more m a k o n [end]	[start] more m o k o n [end]
[start] more t u k o t [end]	[start] more t u k u ʒ̟ i m [end]
[start] more i k a m a t [end]	[start] more k i m a [end]
[start] more k i w [end]	[start] more k i w [end]
[start] more w i [end]	[start] more w e [end]
[start] more t i t [end]	[start] more t u t [end]
[start] more i p a n [end]	[start] more i p a n [end]
[start] more a p o t o t [end]	[start] more m a p w i t o [end]
[start] more s u w [end]	[start] more tʃ u w e [end]
[start] more n a m a k [end]	[start] more m i m a ʒ̟ [end]
[start] more i w i [end]	[start] more i w i [end]
[start] more t o r o t [end]	[start] more r u p i ts i k o n [end]
[start] more w a n a [end]	[start] more w a n a [end]
[start] more tʃ i w [end]	[start] more tʃ i w [end]
[start] more w i r i [end]	[start] more w i t [end]
[start] more i r a w i [end]	[start] more i r a w i n [end]
[start] more w i n a m a [end]	[start] more w a n j a m [end]
[start] more i p a m i [end]	[start] more u p e j e [end]
[start] more t a n i [end]	[start] more t a n [end]
[start] more a r a m i [end]	[start] more u k u n [end]
[start] more k a p i [end]	[start] more k i p u n [end]
[start] more m i ʃ i [end]	[start] more u m [end]
[start] more tʃ a k [end]	[start] more tʃ a k [end]
[start] more t r a m i [end]	[start] more t a s a m [end]
[start] more f i r i [end]	[start] more p u r u [end]
[start] more t o p a [end]	[start] more t o n [end]
[start] more t i m a k [end]	[start] more t i m a k [end]
[start] more k a w a t [end]	[start] more k a w a ʒ̟ i [end]
[start] orowin t e t e [end]	[start] orowin i t e ʔ [end]
[start] orowin m e m e [end]	[start] orowin y m e [end]
[start] orowin a r a t i [end]	[start] orowin a r a n [end]
[start] orowin a r a k o n [end]	[start] orowin a r i k o n [end]
[start] orowin t o k o s i [end]	[start] orowin t o k i s i [end]
[start] orowin i r i s i [end]	[start] orowin y r y s i [end]
[start] orowin t i p a r a s i [end]	[start] orowin t i p r a s i [end]
[start] orowin w a r a w [end]	[start] orowin a r a w a s i [end]
[start] orowin k a w [end]	[start] orowin k a w [end]
[start] orowin k o m [end]	[start] orowin k o m [end]
[start] orowin p i k o n [end]	[start] orowin p e k y n [end]
[start] orowin a w a n [end]	[start] orowin a w i n [end]
[start] orowin i s e ʔ [end]	[start] orowin i s e [end]
[start] orowin w a t a [end]	[start] orowin w a t a ʔ [end]
[start] orowin w i m [end]	[start] orowin w y m [end]
[start] orowin a w i [end]	[start] orowin i w i s i [end]
[start] orowin p a n a m a n [end]	[start] orowin p a n a [end]
[start] orowin t o p a s i s i [end]	[start] orowin t o p o r i s i [end]
[start] orowin w i s i k a s i [end]	[start] orowin w i k i s i [end]
[start] orowin t o m i [end]	[start] orowin t y n e s i [end]
[start] orowin i t i k i [end]	[start] orowin i j i t i s i [end]
[start] orowin p a k o s i [end]	[start] orowin f o k i s i [end]
[start] orowin t o k o s i [end]	[start] orowin t i m i s i [end]
[start] orowin m a k a m a k a n [end]	[start] orowin n a m a k a n [end]
[start] orowin p i s i m [end]	[start] orowin i t i m [end]
[start] orowin w o r i k o n [end]	[start] orowin w o r i k o [end]
[start] orowin w a r i [end]	[start] orowin w a r i ʔ [end]
[start] orowin u w i [end]	[start] orowin y w e [end]
[start] orowin f a m a m a m [end]	[start] orowin i f a m [end]
[start] orowin f o m [end]	[start] orowin m a f o m a s i [end]
[start] orowin p i s i k o s i [end]	[start] orowin i p i j i s i [end]
[start] orowin t o k a [end]	[start] orowin t o k [end]
[start] orowin k i r i k [end]	[start] orowin k i r i k [end]
[start] orowin p i k o ʔ [end]	[start] orowin y p e n [end]
[start] orowin p a p a [end]	[start] orowin p a ʔ [end]
[start] orowin m i [end]	[start] orowin m i ʔ [end]
[start] orowin t o k a [end]	[start] orowin t o w a ʔ [end]
[start] orowin k a r a k a k o [end]	[start] orowin k a r a k a w [end]
[start] orowin t r a t a s i [end]	[start] orowin t r a j i s i [end]
[start] orowin p a p a s a s i s i [end]	[start] orowin t o p a k a s i [end]
[start] orowin t i p a t i [end]	[start] orowin n a p a t i n a n [end]
[start] orowin t o k o s a s i [end]	[start] orowin k i m i [end]
[start] orowin m i r i m i k o [end]	[start] orowin m o n o s i [end]
[start] orowin p a s a m a s i [end]	[start] orowin o p a r a m a s i [end]
[start] orowin k a t a s i [end]	[start] orowin k a r a t i s i [end]
[start] orowin s a r a w a s a s i [end]	[start] orowin t r a w r i s i [end]
[start] orowin j i n e n a [end]	[start] orowin i j i n [end]
[start] orowin m i i [end]	[start] orowin i m i ʔ [end]
[start] orowin t a k a [end]	[start] orowin t a [end]
[start] orowin p a p e [end]	[start] orowin p e [end]
[start] orowin t a n a k a n [end]	[start] orowin k a w a s a n [end]
[start] orowin f o r a m a n [end]	[start] orowin i f i j a m a [end]
[start] orowin n a p a [end]	[start] orowin i n a [end]
[start] orowin o m i [end]	[start] orowin o m i [end]
[start] orowin p i w [end]	[start] orowin p i w a n [end]
[start] orowin m o k o n [end]	[start] orowin m o k o r i k o n [end]
[start] orowin k a m a k a s a s i [end]	[start] orowin i k i m a s i [end]
[start] orowin k i w [end]	[start] orowin k i w [end]
[start] orowin w e ʔ [end]	[start] orowin y w e ʔ [end]
[start] orowin t o t [end]	[start] orowin t y t [end]
[start] orowin t i t i [end]	[start] orowin t i m [end]
[start] orowin p a n a n a n [end]	[start] orowin i p a n [end]
[start] orowin s o w [end]	[start] orowin s o w i ʔ [end]
[start] orowin m i j a m a n [end]	[start] orowin n a m a j i ʔ [end]
[start] orowin p i r i k o n [end]	[start] orowin m o r o t i p a k o n [end]
[start] orowin w a n a [end]	[start] orowin w a n a ʔ [end]
[start] orowin t o w a [end]	[start] orowin t o w a [end]
[start] orowin s i w i [end]	[start] orowin s u r i m i [end]
[start] orowin w i t i [end]	[start] orowin w i t i [end]
[start] orowin w i r i w a n [end]	[start] orowin i r a w i n [end]
[start] orowin w a r a m a n [end]	[start] orowin j a m i r i m a [end]
[start] orowin k a r a m a s a s a [end]	[start] orowin k i t r a m a [end]
[start] orowin w a n a m a n [end]	[start] orowin w a j a m [end]
[start] orowin o p a s a m i [end]	[start] orowin i p i j a m [end]
[start] orowin t a n a [end]	[start] orowin t a j i n a n [end]
[start] orowin k a r i k e m i [end]	[start] orowin y k e r e s i [end]
[start] orowin k a p i [end]	[start] orowin k e f e r e s i [end]
[start] orowin p i s i k o s i [end]	[start] orowin s y k y n e s i [end]
[start] orowin s a k [end]	[start] orowin i t a k [end]
[start] orowin t o k a m a n [end]	[start] orowin t a r i m [end]
[start] orowin f u r i [end]	[start] orowin f r i ʔ [end]
[start] orowin t o p a [end]	[start] orowin t o ʔ [end]
[start] orowin k a w a t i [end]	[start] orowin k a w a t i ʔ [end]
[start] tapakura t e t e [end]	[start] tapakura t i a [end]
[start] tapakura m m e [end]	[start] tapakura i m e [end]
[start] tapakura t i t i [end]	[start] tapakura a t a t [end]
[start] tapakura i r a k a n [end]	[start] tapakura a t e r a n t a [end]
[start] tapakura t a k e n e [end]	[start] tapakura t u k u tʃ i [end]
[start] tapakura i ʃ i s i [end]	[start] tapakura u t u r u tʃ i [end]
[start] tapakura t i p a ʃ i [end]	[start] tapakura i tʃ o p a r a tʃ i [end]
[start] tapakura w a r a m i [end]	[start] tapakura o t o w a tʃ i [end]
[start] tapakura k a w [end]	[start] tapakura k a w [end]
[start] tapakura k a m [end]	[start] tapakura a k u m [end]
[start] tapakura p i k u n [end]	[start] tapakura p e k u n [end]
[start] tapakura h w e n [end]	[start] tapakura a w i n [end]
[start] tapakura i s a p e [end]	[start] tapakura i s e [end]
[start] tapakura w a t a [end]	[start] tapakura w a j a [end]
[start] tapakura m u m [end]	[start] tapakura a w i m o [end]
[start] tapakura h w i [end]	[start] tapakura a w i [end]
[start] tapakura p a n a [end]	[start] tapakura p a n e [end]
[start] tapakura t a p a ʃ i [end]	[start] tapakura t u p a r i tʃ i [end]
[start] tapakura w i ʃ i s i [end]	[start] tapakura a w i [end]
[start] tapakura t a m i tʃ i [end]	[start] tapakura tʃ u m i tʃ i [end]
[start] tapakura tʃ i t i k i [end]	[start] tapakura j a t i tʃ i [end]
[start] tapakura h u k u n i [end]	[start] tapakura u k u tʃ i [end]
[start] tapakura t a m i tʃ i [end]	[start] tapakura s i m i tʃ i [end]
[start] tapakura p a n a h o [end]	[start] tapakura p a n a t o [end]
[start] tapakura p i ʃ i p u [end]	[start] tapakura w i p i j a o [end]
[start] tapakura m a m a k a n [end]	[start] tapakura j a m a k a n [end]
[start] tapakura i t i m [end]	[start] tapakura p a i t i n [end]
[start] tapakura w i r a k u n [end]	[start] tapakura a r i k a h u [end]
[start] tapakura w a r a t [end]	[start] tapakura w a j a h u [end]
[start] tapakura h h a m [end]	[start] tapakura i h u a m [end]
[start] tapakura m a h u n [end]	[start] tapakura m o m i k u m [end]
[start] tapakura p i ʃ i tʃ i [end]	[start] tapakura u p a tʃ i [end]
[start] tapakura k i r i k e [end]	[start] tapakura k i r i k [end]
[start] tapakura m i k e [end]	[start] tapakura m i [end]
[start] tapakura t i t i tʃ i [end]	[start] tapakura t a i t a t a tʃ i [end]
[start] tapakura t a p a tʃ i [end]	[start] tapakura t u p a k a tʃ i [end]
[start] tapakura k a t i s a [end]	[start] tapakura k a i m a tʃ i [end]
[start] tapakura t a p a t i [end]	[start] tapakura h i p a tʃ i [end]
[start] tapakura t a m i t i [end]	[start] tapakura t e k e m a tʃ e [end]
[start] tapakura m i t u tʃ i [end]	[start] tapakura a m u n i tʃ i [end]
[start] tapakura p i p e [end]	[start] tapakura p e p e [end]
[start] tapakura t a h a k a [end]	[start] tapakura t a n [end]
[start] tapakura t a r a k u n [end]	[start] tapakura w a g a r a g a t a n [end]
[start] tapakura t a k a w a n [end]	[start] tapakura t u k a w a [end]
[start] tapakura t a k a m i n i [end]	[start] tapakura t u k a i m a tʃ i [end]
[start] tapakura m a p a t i [end]	[start] tapakura w a p u i t o [end]
[start] tapakura t a w a [end]	[start] tapakura t u w a [end]
[start] tapakura m i ʃ i [end]	[start] tapakura u m i tʃ i [end]
[start] tapakura t i m a k e [end]	[start] tapakura tʃ i m a k [end]
[start] tora t a t o [end]	[start] tora i t e [end]
[start] tora m b n [end]	[start] tora u m a [end]
[start] tora a r a t i [end]	[start] tora a t a ʃ i [end]
[start] tora a r a k a n [end]	[start] tora a z e r o n [end]
[start] tora t u k a s i [end]	[start] tora t o k [end]
[start] tora u r i s u [end]	[start] tora u j [end]
[start] tora t i p a ʃ i [end]	[start] tora t i p a r a [end]
[start] tora w a r a w [end]	[start] tora w u r i t i m [end]
[start] tora k a w [end]	[start] tora k a w [end]
[start] tora k a m [end]	[start] tora k o m [end]
